Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Veff,Eeff,Ep,Ep_eff,normalization,normError,system_err,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,R,F2foc,Q2,Q2eff,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,qv_Ex_increment,qv_Ex_start,qv_Ex_bin_index,Ex_qvcenter,qv_W2_increment,qv_W2_start,qv_W2_bin_index,W2_qvcenter,Q2_Ex_increment,Q2_Ex_start,Q2_Ex_bin_index,Ex_q2center,Q2_W2_increment,Q2_W2_start,Q2_W2_bin_index,W2_q2center,nu_Ex_qvcenter,nu_Ex_q2center,epsilon_Ex_qvcenter,epsilon_Ex_q2center,nu_W2_qvcenter,nu_W2_q2center,epsilon_W2_qvcenter,epsilon_W2_q2center,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_qv_ex,bc_qv_w2,bc_q2_ex,bc_q2_w2
26,56,0.105237691,60,0.01145,0.0,0.0,FakeQ2001,0.0089,0.114137691,0.09378769099999999,0.102687691,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00010604902344141243,0.011343950976558588,4.433234524286382,1.1762930839988723,0.009870000045061477,0.011720535944861478,0.011851638444861479,0.10886523065176264,0.8901221382841386,0.59732738795401,0.0003978789520268386,0.0,0.0,0.014432364837330009,0.013306986831810017,49.77970499916664,42.319134301068765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,9,0.011399999999999999,0.01,0.9666835225290001,-8,0.8916835225290002,0.006,0.0,1,0.009000000000000001,0.01,0.9641835225290001,-8,0.8891835225290001,0.011494585711034233,0.009095852162532142,0.5968036488139141,0.5980209208894264,0.011297177779925893,0.010032954161528732,0.596913334210712,0.5975938441014196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.105667197,60,0.01245,0.0,0.0,FakeQ2001,0.0089,0.11456719700000001,0.093217197,0.102117197,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0001069159847496004,0.012343084015250399,4.433234524286382,1.1755475513259552,0.009849999919186808,0.011699281025786809,0.011854283525786808,0.10887737839324939,0.8920199392032133,0.5968370284873336,0.0004709191224964066,0.0,0.0,0.014315276670971187,0.013203213482660455,50.318592987127026,42.80438756422088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,10,0.012599999999999998,0.01,0.9666835225290001,-8,0.8916835225290002,0.006,0.0,2,0.015,0.01,0.9641835225290001,-8,0.8891835225290001,0.012694307548599681,0.01509585216253214,0.5960947505512644,0.5945801698061827,0.011297177779925893,0.010032954161528732,0.596913334210712,0.5975938441014196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.106048842,60,0.01345,0.0,0.0,FakeQ2001,0.0089,0.11494884200000001,0.092598842,0.101498842,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00010768929656038151,0.013342310703439619,4.433234524286382,1.1748903584439139,0.009819999964640962,0.011667174352240964,0.011848076852240964,0.1088488716167557,0.8939285918767591,0.5963016764550472,0.0005434738717880694,0.0,0.0,0.01421242739896588,0.013112019585803252,50.83460580935782,43.26753168413589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,11,0.013799999999999998,0.01,0.9666835225290001,-8,0.8916835225290002,0.006,0.0,2,0.015,0.01,0.9641835225290001,-8,0.8891835225290001,0.013894001800892397,0.01509585216253214,0.5953126696760529,0.5945801698061827,0.011297177779925893,0.010032954161528732,0.596913334210712,0.5975938441014196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.106432866,60,0.01445,0.0,0.0,FakeQ2001,0.0089,0.115332866,0.091982866,0.100882866,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00010847023865692695,0.014341529761343072,4.433234524286382,1.1742340096604134,0.009790000051273954,0.011635110066073956,0.011843912566073957,0.10882974118352923,0.8958372021629261,0.5957236813995214,0.0006147262699324754,0.0,0.0,0.01411005175158976,0.01302120808590691,51.37127044466088,43.74875026785961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,11,0.013799999999999998,0.01,0.9666835225290001,-8,0.8916835225290002,0.006,0.0,2,0.015,0.01,0.9641835225290001,-7,0.8991835225290001,0.013894001800892397,0.01509585216253214,0.5953126696760529,0.5945801698061827,0.011297177779925893,0.015361893606658246,0.596913334210712,0.5943892560746674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.106819276,60,0.01545,0.0,0.0,FakeQ2001,0.0089,0.11571927600000001,0.091369276,0.100269276,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0001092588777022313,0.015340741122297769,4.433234524286382,1.1735785293069332,0.009759999910964174,0.011603088023764176,0.011841790523764176,0.10881999137917708,0.8977457702052358,0.595102939523319,0.0006846660618264504,0.0,0.0,0.014008152473866534,0.012930781777065664,51.92912029800136,44.2485261967672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,12,0.015,0.01,0.9666835225290001,-7,0.9016835225290001,0.006,0.0,2,0.015,0.01,0.9641835225290001,-7,0.8991835225290001,0.015093668469802424,0.01509585216253214,0.5944565743266088,0.5945801698061827,0.016548199245701722,0.015361893606658246,0.5933179810350071,0.5943892560746674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.107208083,60,0.01645,0.0,0.0,FakeQ2001,0.0089,0.116108083,0.09075808299999999,0.099658083,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00011005528909900641,0.016339944710900993,4.433234524286382,1.1729239347009037,0.009730000095184885,0.011571108972584886,0.011841711472584886,0.10881962815864096,0.8996542952564152,0.5944393651913467,0.0007532838152813261,0.0,0.0,0.013906731175207073,0.012840742449345988,52.50870816054771,44.767360105016074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,13,0.0162,0.01,0.9666835225290001,-7,0.9016835225290001,0.006,0.0,2,0.015,0.01,0.9641835225290001,-7,0.8991835225290001,0.01629330755724112,0.01509585216253214,0.5935255479990398,0.5945801698061827,0.016548199245701722,0.015361893606658246,0.5933179810350071,0.5943892560746674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.107599292,60,0.01745,4371.952,87.43904,FakeQ2001,0.0089,0.116499292,0.09014929199999999,0.099049292,1.0,0.0,0.0,4371.952,87.43904,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00011085953654690894,0.01733914046345309,4.433234524286382,1.1722702530442015,0.009699999993501261,0.011539172391101263,0.011843674891101262,0.10882864922023641,0.9015627778378988,0.5937328902529039,0.0008205711472365081,5327937.75984412,106558.7551968824,0.01380579095273517,0.012751093217067017,53.11059796299559,45.30576274973772,232196.98498551451,4643.93969971029,0.5963263360493739,0.01192652672098748,198074.62006524132,3961.4924013048267,0.5086935666078776,0.01017387133215755,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,14,0.0174,0.01,0.9666835225290001,-7,0.9016835225290001,0.006,0.0,2,0.015,0.01,0.9641835225290001,-7,0.8991835225290001,0.01749291906510564,0.01509585216253214,0.5925185870447359,0.5945801698061827,0.016548199245701722,0.015361893606658246,0.5933179810350071,0.5943892560746674,0.00023837999999999984,0.0002970130000000005,0.00033091000000000023,0.0003032670000000003,0.0,0.0,0.00016388000000000166,0.00015162900000000035,0.0,0.0,0.0003316400000000011,0.0003034320000000002,0.0,0.0,0.00016388000000000166,0.000151628,0.8362197342156302,0.0,0.0,0.0
26,56,0.107942276,60,0.01845,16263.78,325.2756,FakeQ2001,0.0089,0.11684227600000001,0.08949227600000001,0.09839227600000001,1.0,0.0,0.0,16263.78,325.2756,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00011156704930495587,0.018338432950695045,4.433234524286382,1.1717011983157697,0.009659999955860176,0.011496377468660177,0.011836779968660177,0.1087969667254569,0.9034821187603399,0.5929768897631327,0.0008877249002400316,18320743.27936779,366414.8655873558,0.013718195199858325,0.01267326573204533,53.69115954018878,45.82325222280705,873221.2067065315,17464.42413413063,2.2425993291360093,0.04485198658272019,745259.2930362448,14905.185860724896,1.913968623024004,0.038279372460480084,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,15,0.0186,0.01,0.9666835225290001,-7,0.9016835225290001,0.006,0.0,3,0.021,0.01,0.9641835225290001,-7,0.8991835225290001,0.01869250299530023,0.021095852162532142,0.5914345979042245,0.5895059689521334,0.016548199245701722,0.015361893606658246,0.5933179810350071,0.5943892560746674,0.0007015099999999989,0.000850834,0.0008628400000000001,0.000777331,0.0,0.0,0.0006297400000000002,0.0005712479999999999,0.0022251200000000006,0.0023185969999999995,0.000864730000000001,0.0007777139999999997,0.0,0.0,0.0006297400000000002,0.0005712469999999996,0.9384735278427981,0.0,2.7625824140194872,0.0
26,56,0.108287547,60,0.01945,31466.396,629.32792,FakeQ2001,0.0089,0.117187547,0.088837547,0.09773754700000001,1.0,0.0,0.0,31466.396,629.32792,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00011228155044482047,0.019337718449555178,4.433234524286382,1.171132128286594,0.009620000046127208,0.011453623382727209,0.011831925882727209,0.10877465643580406,0.9054014188462728,0.5921763864603147,0.0009536358505291824,32996238.535431497,659924.7707086299,0.01363085470627791,0.012595637142709714,54.29489232155562,46.36103050216109,1708464.5825674285,34169.29165134857,4.387664313798541,0.08775328627597083,1458814.5447490797,29176.290894981594,3.7465151948464115,0.07493030389692823,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,16,0.019799999999999998,0.01,0.9666835225290001,-7,0.9016835225290001,0.006,0.0,3,0.021,0.01,0.9641835225290001,-6,0.909183522529,0.019892059349736257,0.021095852162532142,0.5902723940629252,0.5895059689521334,0.016548199245701722,0.0206908330517877,0.5933179810350071,0.5898983315061872,0.0012939499999999986,0.0015262109999999995,0.0015293600000000004,0.0013554049999999996,0.0,0.0,0.0012481800000000015,0.00111379,0.0022251200000000006,0.0023185969999999995,0.0015328100000000025,0.0013560969999999997,0.0017164899999999976,0.0018316490000000003,0.0012481800000000015,0.0011137910000000003,0.9704751711615632,0.0,1.5686547646027775,1.4969101180856532
26,56,0.108635114,60,0.02045,48819.94,976.3988,FakeQ2001,0.0089,0.11753511400000001,0.08818511400000001,0.09708511400000001,1.0,0.0,0.0,48819.94,976.3988,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00011300310392992063,0.02033699689607008,4.433234524286382,1.1705630657720543,0.009579999912492995,0.011410909941692996,0.011829112441692996,0.10876172323797098,0.907320678287307,0.591331236416341,0.0010182931794222385,47942911.71399142,958858.2342798283,0.01354377316675747,0.012518210872376732,54.92242829194456,46.919666182804114,2681309.653867036,53626.19307734072,6.886116810707484,0.13772233621414967,2290615.287864526,45812.30575729052,5.882738839163433,0.11765477678326867,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,16,0.019799999999999998,0.01,0.9666835225290001,-6,0.9116835225290001,0.006,0.0,3,0.021,0.01,0.9641835225290001,-6,0.909183522529,0.019892059349736257,0.021095852162532142,0.5902723940629252,0.5895059689521334,0.021770500331625642,0.0206908330517877,0.5882921480918866,0.5898983315061872,0.0012939499999999986,0.0015262109999999995,0.002299840000000001,0.002003146,0.002190189999999998,0.0024830070000000006,0.0019821099999999987,0.0017388179999999996,0.0022251200000000006,0.0023185969999999995,0.0023052299999999984,0.002004265,0.0017164899999999976,0.0018316490000000003,0.0019821099999999987,0.0017388179999999996,0.6497779373139789,1.250023876681562,1.050207166641906,0.9489864050884989
26,56,0.10898499,60,0.02145,67522.416,1350.44832,FakeQ2001,0.0089,0.11788499000000001,0.08753499000000001,0.09643499000000001,1.0,0.0,0.0,67522.416,1350.44832,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00011373178260742911,0.02133626821739257,4.433234524286382,1.1699940269973563,0.0095400000098001,0.0113682378318001,0.011828340331800101,0.10875817363214639,0.9092398963971999,0.5904413145139786,0.0010816868985498937,62423253.9846053,1248465.079692106,0.013456953230942764,0.012440989419473716,55.57442296656987,47.4997493014513,3752519.3065086845,75050.38613017369,9.637188394778084,0.1927437678955617,3207297.8322283044,64145.95664456608,8.236955208660959,0.1647391041732192,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,17,0.020999999999999998,0.01,0.9666835225290001,-6,0.9116835225290001,0.006,0.0,3,0.021,0.01,0.9641835225290001,-6,0.909183522529,0.021091588130296657,0.021095852162532142,0.5890306927126671,0.5895059689521334,0.021770500331625642,0.0206908330517877,0.5882921480918866,0.5898983315061872,0.0019799399999999995,0.002265474,0.003152209999999999,0.002694488,0.002190189999999998,0.0024830070000000006,0.0028067399999999985,0.0024175100000000003,0.0022251200000000006,0.0023185969999999995,0.0031598800000000003,0.0026961769999999993,0.0017164899999999976,0.0018316490000000003,0.0028067399999999985,0.002417509000000001,0.7207305128008118,0.8891391250962168,0.7718252919384216,0.6750119803972867
