Z,A,E0,ThetaDeg,nu,cross,error,ratio,ratio_error,dataSet,Veff,Eeff,Ep,Ep_eff,normalization,normError,system_err,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,R,F2foc,Q2,Q2eff,qv2,qv,W2_O,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,qv_Ex_increment,qv_Ex_start,qv_Ex_bin_index,Ex_qvcenter,qv_W2_increment,qv_W2_start,qv_W2_bin_index,W2_qvcenter,Q2_Ex_increment,Q2_Ex_start,Q2_Ex_bin_index,Ex_q2center,Q2_W2_increment,Q2_W2_start,Q2_W2_bin_index,W2_q2center,nu_Ex_qvcenter,nu_Ex_q2center,epsilon_Ex_qvcenter,epsilon_Ex_q2center,nu_W2_qvcenter,nu_W2_q2center,epsilon_W2_qvcenter,epsilon_W2_q2center,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_qv_ex,bc_qv_w2,bc_q2_ex,bc_q2_w2
26,56,1.5,11.939,0.42,468170.0,9363.4,0.82662,0.017493645,Baran:1988tw,0.0089,1.5089,1.08,1.0889,1.0,0.0,0.0,468170.0,9363.4,0.20837485939560302,0.01081580015348812,0.9891841998465118,0.010934060769638624,0.0009324660283078767,0.4190675339716921,4.433234524286382,1.0119018711111112,0.07008638499460303,0.07108322148522121,0.24748322148522117,0.4974768552256689,1.5984191575343971,1.5974223210437788,0.9292505656592983,0.020396532064319458,22953411.811559387,459068.2362311877,0.05005831407951121,0.04976305329661794,227.69439074078485,225.01627602562564,106599682.91311325,2131993.658262265,273.7684054750648,5.4753681095012965,105345869.94691716,2106917.398938343,270.5483736031197,5.410967472062394,"[0.428,0.523]",0.475,"[0.070,0.100]",0.093,0.0036,0.0,116,0.4194,0.032,0.7510585225290001,26,1.599058522529,0.005,0.0,83,0.4175,0.008,0.8811835225290001,89,1.597183522529,0.4198728558268101,0.4183914251115489,0.9090772318239191,0.9407073163957255,0.4125354699649316,0.43155206427127285,0.9182754605958775,0.9383854813335245,0.003227169,0.02976182,0.002988694,0.0307644,0.002942597,0.03079434,0.002981128,0.03094415,0.003170346,0.03103905,0.002994765,0.03081217,0.003207886,0.03056249,0.002981128,0.03094415,1.2602706303185813,1.1540849094603813,0.8456805145147467,0.863256906886116
26,56,1.5,11.939,0.43,442570.0,8851.4,0.81795,0.018934858,Baran:1988tw,0.0089,1.5089,1.07,1.0789,1.0,0.0,0.0,442570.0,8851.4,0.20837485939560302,0.01081580015348812,0.9891841998465118,0.010934060769638624,0.0009324660283078767,0.4290675339716921,4.433234524286382,1.0119018711111112,0.06943743698539373,0.07043042305115729,0.2553304230511573,0.5053023085749334,1.6178335655436062,1.6168405794778429,0.9265451723185187,0.020177311396363605,21934042.21732737,438680.8443465474,0.050058314079511224,0.04976305329661796,246.15763639037246,243.26235914563625,108941985.13728714,2178839.7027457426,279.783886267587,5.595677725351739,107660622.28708424,2153212.4457416846,276.49310101618096,5.529862020323619,"[0.428,0.523]",0.475,"[0.070,0.100]",0.093,0.0036,0.0,119,0.43019999999999997,0.032,0.7510585225290001,27,1.631058522529,0.005,0.0,85,0.4275,0.008,0.8811835225290001,91,1.613183522529,0.430585527971175,0.42839142511154893,0.89073227302778,0.9389485955039912,0.42432874758768013,0.4400783673834801,0.9023050791222613,0.9368491932928579,0.004003833,0.02839094,0.003059944,0.03011026,0.003375667,0.02940833,0.003044836,0.03031203,0.0032082,0.03055687,0.003060615,0.03016854,0.00323762,0.03009301,0.003044836,0.03031203,1.4490720756990243,1.3130300181930403,0.8421347132744031,0.855406041804768
26,56,1.5,13.539,0.03,661780.0,13235.6,1.2693,0.023421681,Baran:1988tw,0.0089,1.5089,1.47,1.4788999999999999,1.0,0.0,0.0,661780.0,13235.6,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.028802312094827726,4.433234524286382,1.0119018711111112,0.12255039876629331,0.12402390530038658,0.12492390530038658,0.35344576005433503,0.8141022037627068,0.8126286972286135,0.9723982188403509,-0.0038437994774461618,-172168190.3239369,-3443363.8064787383,0.030237606063823363,0.030059254487199316,33.01531528090074,32.626993015289635,21848875.34659449,436977.5069318898,56.11209716201525,1.122241943240305,21591891.437658373,431837.82875316753,55.45211325718944,1.109042265143789,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,8,0.0306,0.008,0.8322835225290001,-3,0.812283522529,0.005,0.0,5,0.0275,0.008,0.8541835225290001,-6,0.810183522529,0.031974305721448104,0.028650225950385695,0.9724015803692976,0.9724093137981716,0.03982900006389922,0.02655266644143017,0.972295609487988,0.9724350270726323,0.00693794,0.009348471,0.008406242,0.009697242,0.008079913,0.0105734,0.006701967,0.008402796,0.00843942,0.009315664,0.008369072,0.009681701,0.00557642,0.01033734,0.006701967,0.008402796,0.8771642654018188,1.2281748194559876,0.9909493136563161,0.9881733632532372
26,56,1.5,13.539,0.04,926790.0,18535.8,1.0121,0.017803386,Baran:1988tw,0.0089,1.5089,1.46,1.4688999999999999,1.0,0.0,0.0,926790.0,18535.8,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.03880231209482773,4.433234524286382,1.0119018711111112,0.12171672258420968,0.12318528263962261,0.12478528263962262,0.3532496038775169,0.8337013399447903,0.8322327798893775,0.9722455074482844,-0.002716164203590343,-341212802.51574224,-6824256.050314845,0.030237606063823367,0.03005925448719932,33.38689449436357,32.99420175763025,30942639.94843121,618852.7989686242,79.46662662004024,1.589332532400805,30578696.24695414,611573.9249390828,78.5319494792341,1.570638989584682,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,10,0.0378,0.008,0.8322835225290001,-1,0.8282835225290001,0.005,0.0,7,0.0375,0.008,0.8541835225290001,-3,0.8341835225290001,0.03916939918721596,0.03865022595038569,0.9723054342644638,0.9722598895713995,0.047974191392198606,0.039342121109741,0.9721600566725257,0.9722479104979578,0.00974153,0.01242433,0.01276583,0.01433312,0.01078262,0.01397351,0.01099231,0.01238747,0.01273826,0.01395948,0.01271062,0.01430705,0.01122012,0.01234732,0.01099231,0.01238747,0.8006958877740695,1.0366091650347649,0.9922081055512627,1.0118281189980358
26,56,1.5,13.539,0.05,1107900.0,22158.0,0.92969,0.015615128,Baran:1988tw,0.0089,1.5089,1.45,1.4588999999999999,1.0,0.0,0.0,1107900.0,22158.0,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.04880231209482773,4.433234524286382,1.0119018711111112,0.12088304640212605,0.1223466599788586,0.1248466599788586,0.35333646850963263,0.8533004761268741,0.8518368625501415,0.9720472218725416,-0.0015982599695033974,-693191358.8152,-13863827.176303998,0.03023760606382337,0.030059254487199327,33.87255670004767,33.47415166141966,37527405.56798281,750548.1113596562,96.37756607903474,1.927551321580695,37086012.62568684,741720.2525137368,95.2439844519786,1.9048796890395723,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,13,0.0486,0.008,0.8322835225290001,2,0.8522835225290001,0.005,0.0,9,0.0475,0.008,0.8541835225290001,-1,0.8501835225290001,0.0499601803391414,0.04865022595038569,0.9721229623930505,0.9720661286329659,0.060067384102035604,0.04786842422194822,0.9719089558621256,0.972082873377476,0.01139181,0.01656432,0.01410039,0.0181713,0.01131633,0.01824872,0.01399046,0.01665336,0.01442493,0.01786955,0.01403497,0.01814041,0.01410694,0.01604544,0.01399046,0.01665336,0.8487449781995969,0.9212725053143566,1.010253685055391,0.9906234916315262
26,56,1.5,13.539,0.06,1225500.0,24510.0,0.93023,0.014851081,Baran:1988tw,0.0089,1.5089,1.44,1.4488999999999999,1.0,0.0,0.0,1225500.0,24510.0,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.058802312094827724,4.433234524286382,1.0119018711111112,0.12004937022004243,0.1215080373180946,0.1251080373180946,0.3537061454344476,0.8728996123089575,0.8714409452109054,0.9718024737969164,-0.0004952864792707244,-2474325569.727777,-49486511.39455554,0.030237606063823363,0.030059254487199316,34.476994901981,34.07148053212294,42251557.25237772,845031.1450475544,108.51009254173813,2.1702018508347627,41754599.392116666,835091.9878423333,107.23380956158273,2.1446761912316545,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,16,0.0594,0.008,0.8322835225290001,4,0.8682835225290001,0.005,0.0,11,0.0575,0.008,0.8541835225290001,2,0.8741835225290001,0.06074873186416596,0.058650225950385694,0.9718929839713981,0.9718280840163881,0.06804877882077054,0.06065787889025906,0.971709257295956,0.9717749606860325,0.01146027,0.01983998,0.01386865,0.02092317,0.0116392,0.02042461,0.01384234,0.0198868,0.01398926,0.02068137,0.01379817,0.02089782,0.01402673,0.02015606,0.01384234,0.0198868,0.8791376258079237,0.9227751886353369,1.002676234009565,1.0138388375872238
26,56,1.5,13.539,0.07,1277000.0,25540.0,0.92404,0.01495693,Baran:1988tw,0.0089,1.5089,1.43,1.4388999999999998,1.0,0.0,0.0,1277000.0,25540.0,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.06880231209482773,4.433234524286382,1.0119018711111112,0.1192156940379588,0.12066941465733061,0.1255694146573306,0.35435774953756916,0.8924987484910413,0.8910450278716695,0.9715103636944125,0.0005877259780850439,2172781274.9757648,43455625.49951529,0.030237606063823363,0.030059254487199316,35.20560074880386,34.79151660244152,44957552.15622253,899151.0431244506,115.45960580298362,2.3091921160596725,44428766.70131782,888575.3340263563,114.10158346303291,2.2820316692606584,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,19,0.0702,0.008,0.8322835225290001,7,0.892283522529,0.005,0.0,13,0.0675,0.008,0.8541835225290001,4,0.8901835225290001,0.07153505514379788,0.0686502259503857,0.9716132205569286,0.971545820832476,0.079903567462147,0.06918418200246627,0.9713600264167498,0.9715295070750862,0.01252683,0.02206522,0.01460766,0.02248994,0.01289674,0.02253957,0.01421064,0.02196555,0.01451626,0.02235077,0.01453392,0.02248284,0.01424072,0.02186983,0.01421064,0.02196555,0.9117948915176562,0.9636992466611516,0.9961167893524002,0.9988833615913225
26,56,1.5,13.539,0.08,1271300.0,25426.0,0.95178,0.012192244,Baran:1988tw,0.0089,1.5089,1.42,1.4288999999999998,1.0,0.0,0.0,1271300.0,25426.0,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.07880231209482773,4.433234524286382,1.0119018711111112,0.11838201785587517,0.11983079199656664,0.12623079199656664,0.3552897296525283,0.9120978846731249,0.9106491105324335,0.9711699808605009,0.0016459944744965844,772359822.4039105,15447196.448078211,0.03023760606382337,0.030059254487199327,36.06450691276312,35.64032041285067,45848807.63819575,916976.1527639151,117.74852060556888,2.3549704121113777,45309539.34085706,906190.7868171411,116.36357631820171,2.3272715263640342,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,21,0.0774,0.008,0.8322835225290001,9,0.908283522529,0.005,0.0,15,0.0775,0.008,0.8541835225290001,7,0.914183522529,0.07872470009770183,0.07865022595038569,0.9713976707443374,0.9712194162248532,0.08773066594325585,0.08197363667077705,0.9710930838141212,0.9711011808377259,0.01323553,0.02289433,0.0152469,0.02287507,0.0135519,0.0231238,0.0150116,0.02284913,0.01511764,0.02290101,0.01517764,0.02289822,0.01508367,0.02289812,0.0150116,0.02284913,0.9241032458562007,0.9533870376905296,0.997113903312387,1.0046741415121656
26,56,1.5,13.539,0.09,1223200.0,24464.0,0.97286,0.012589928,Baran:1988tw,0.0089,1.5089,1.41,1.4188999999999998,1.0,0.0,0.0,1223200.0,24464.0,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.08880231209482772,4.433234524286382,1.0119018711111112,0.11754834167379154,0.11899216933580264,0.12709216933580264,0.35649988686646544,0.9316970208552086,0.9302531931931974,0.970780403455434,0.002675054220009084,457261759.72457343,9145235.194491468,0.030237606063823367,0.03005925448719932,37.06063158319483,36.624728781754975,45332564.55256391,906651.2910512782,116.42270947247056,2.328454189449411,44799368.24584269,895987.3649168537,115.05335922013218,2.3010671844026436,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,24,0.0882,0.008,0.8322835225290001,12,0.932283522529,0.005,0.0,17,0.08750000000000001,0.008,0.8541835225290001,9,0.930183522529,0.08950731270116563,0.0886502259503857,0.971028278002846,0.9708489593173187,0.09936061671112018,0.09049993978298428,0.9706392675241474,0.9707756154435008,0.01387581,0.0231189,0.01530428,0.02220476,0.01397954,0.02282917,0.01532043,0.02262385,0.01520006,0.0224533,0.01524873,0.02226551,0.01523057,0.02265117,0.01532043,0.02262385,0.9624570583951966,0.9579529816185504,1.0009403963497268,0.9973779900515823
26,56,1.5,13.539,0.1,1148300.0,22966.0,1.04502,0.020900462,Baran:1988tw,0.0089,1.5089,1.4,1.4088999999999998,1.0,0.0,0.0,1148300.0,22966.0,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.09880231209482773,4.433234524286382,1.0119018711111112,0.11671466549170789,0.11815354667503865,0.12815354667503864,0.3579854000864262,0.9512961570372922,0.9498572758539615,0.9703406985560074,0.0036708200322706453,312818386.60167176,6256367.732033435,0.030237606063823374,0.030059254487199327,38.20172517697129,37.752400966532626,43867041.02071613,877340.8204143225,112.65896431361139,2.2531792862722275,43351082.029869415,867021.6405973883,111.33388279034118,2.2266776558068235,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,27,0.09899999999999999,0.008,0.8322835225290001,14,0.9482835225290001,0.005,0.0,19,0.0975,0.008,0.8541835225290001,11,0.9461835225290001,0.10028770073629545,0.0986502259503857,0.9706000049383186,0.9704345511531168,0.10704203506311438,0.09902624289519149,0.9702995114944504,0.9704181127701851,0.01393873,0.02220978,0.01482315,0.0207357,0.01388776,0.02193277,0.01505229,0.02146602,0.01478921,0.0212587,0.01478723,0.020834,0.01499638,0.02177799,0.01505229,0.02146602,0.9936146333387242,0.9672189411421651,1.0076436279058008,1.0032128822895832
26,56,1.5,13.539,0.11,1059500.0,21190.0,1.10429,0.021991505,Baran:1988tw,0.0089,1.5089,1.39,1.3988999999999998,1.0,0.0,0.0,1059500.0,21190.0,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.10880231209482773,4.433234524286382,1.0119018711111112,0.11588098930962429,0.11731492401427464,0.12941492401427462,0.3597428581838347,0.9708952932193758,0.9694613585147255,0.9698499222171663,0.004629636836409529,228851643.75477996,4577032.875095599,0.030237606063823363,0.030059254487199316,39.49641937368313,39.03186712197141,41846456.326417275,836929.1265283455,107.46971576456649,2.14939431529133,41354263.21572871,827085.2643145742,106.20566957402717,2.1241133914805435,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,30,0.1098,0.008,0.8322835225290001,17,0.9722835225290001,0.005,0.0,21,0.1075,0.008,0.8541835225290001,14,0.9701835225290001,0.11106586557937703,0.10865022595038569,0.9701080378085946,0.9699763046261913,0.11845947443664773,0.11181569756350233,0.9697307056368839,0.9698221329234369,0.01347648,0.02046462,0.01395143,0.01879701,0.01327564,0.01987246,0.01432775,0.01969603,0.0140076,0.01955675,0.01393636,0.0189258,0.01409773,0.01972562,0.01432775,0.01969603,1.0151908517705912,0.9644595741484704,1.0155399068362478,0.9920509165492986
26,56,1.5,13.539,0.12,966350.0,19327.0,1.06587,0.023283489,Baran:1988tw,0.0089,1.5089,1.38,1.3888999999999998,1.0,0.0,0.0,966350.0,19327.0,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.11880231209482772,4.433234524286382,1.0119018711111112,0.11504731312754066,0.11647630135351067,0.13087630135351067,0.36176829788348047,0.9904944294014593,0.9890654411754893,0.9693071195438626,0.0055483180800720506,174169899.06740367,3483397.9813480736,0.030237606063823363,0.030059254487199316,40.95427858893722,40.47257916814373,39576167.11441948,791523.3422883897,101.63917818180019,2.032783563636004,39110676.8791357,782213.5375827139,100.44371009038265,2.008874201807653,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,33,0.1206,0.008,0.8322835225290001,19,0.9882835225290001,0.005,0.0,23,0.11750000000000001,0.008,0.8541835225290001,16,0.9861835225290001,0.12184180860527505,0.1186502259503857,0.9695465899328145,0.9694743444045131,0.12600305560258673,0.12034200067570955,0.9693097143570228,0.9693851103696425,0.01261337,0.01819454,0.01285823,0.01670774,0.01264686,0.01827593,0.01331301,0.01764527,0.01300664,0.01765148,0.01286164,0.01685583,0.01326918,0.018126,0.01331301,0.01764527,1.0237399913558143,0.987191901859991,1.0243427784284922,1.0088500334511157
26,56,1.5,13.539,0.13,875060.0,17501.2,1.07421,0.025598245,Baran:1988tw,0.0089,1.5089,1.37,1.3789,1.0,0.0,0.0,875060.0,17501.2,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.12880231209482773,4.433234524286382,1.0119018711111112,0.11421363694545704,0.1156376786927467,0.1325376786927467,0.3640572464499872,1.010093565583543,1.0086695238362533,0.9687113247735775,0.006424171523720886,136213673.1201667,2724273.4624033337,0.030237606063823367,0.03005925448719932,42.58585400509527,42.08496418564203,37265177.405698664,745303.5481139733,95.7041139270457,1.914082278540914,36826868.76028791,736537.3752057583,94.57845336520478,1.8915690673040957,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,35,0.1278,0.008,0.8322835225290001,22,1.0122835225290001,0.005,0.0,25,0.1275,0.008,0.8541835225290001,19,1.0101835225290001,0.1290245369579779,0.1286502259503857,0.96913031527449,0.9689288068455764,0.13721922336983916,0.13313145534402038,0.968610792822325,0.9686702382297377,0.01190309,0.01660034,0.01168788,0.01471732,0.0115035,0.01577116,0.01216594,0.0155963,0.01191768,0.01577442,0.01170576,0.01487285,0.0118866,0.01572141,0.01216594,0.0155963,1.0587722608817747,0.9752603956884407,1.0332128023879936,0.9909676853453827
26,56,1.5,13.539,0.14,789410.0,15788.2,1.10969,0.019254887,Baran:1988tw,0.0089,1.5089,1.3599999999999999,1.3688999999999998,1.0,0.0,0.0,789410.0,15788.2,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.13880231209482774,4.433234524286382,1.0119018711111112,0.11337996076337341,0.11479905603198268,0.13439905603198268,0.36660476815227416,1.0296927017656268,1.0282736064970175,0.9680615613699332,0.007255012429651384,108808910.7571567,2176178.215143134,0.030237606063823363,0.030059254487199316,44.40274028508271,43.88048046232647,35051967.20844714,701039.3441689429,90.02016618794629,1.8004033237589259,34639690.08176514,692793.8016353027,88.96135955268106,1.7792271910536213,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,38,0.1386,0.008,0.8322835225290001,24,1.0282835225290001,0.005,0.0,27,0.1375,0.008,0.8541835225290001,21,1.0261835225290001,0.1397967800066695,0.1386502259503857,0.9684369517609546,0.9683398399041719,0.1446321308997479,0.1416577584562276,0.9680966240459051,0.9681542348895482,0.01075143,0.01432728,0.01054064,0.01298628,0.01071771,0.01427871,0.01100545,0.01374696,0.01081117,0.01402357,0.01056893,0.01313914,0.01094681,0.01423405,0.01100546,0.01374696,1.0500560329017647,1.001262830292749,1.0380171027836427,1.0109294757812781
26,56,1.5,13.539,0.15,711250.0,14225.0,1.0109,0.019683656,Baran:1988tw,0.0089,1.5089,1.35,1.3589,1.0,0.0,0.0,711250.0,14225.0,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.14880231209482772,4.433234524286382,1.0119018711111112,0.11254628458128979,0.1139604333712187,0.1364604333712187,0.3694055134553607,1.04929183794771,1.0478776891577812,0.9673568421278247,0.008039164688436518,88473122.21667226,1769462.4443334453,0.030237606063823363,0.030059254487199316,46.417635101586335,45.87167632234715,33014542.96600328,660290.8593200656,84.78767045355717,1.6957534090711432,32626229.78426941,652524.5956853882,83.7904078193439,1.6758081563868779,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,41,0.1494,0.008,0.8322835225290001,26,1.0442835225290001,0.005,0.0,29,0.1475,0.008,0.8541835225290001,24,1.0501835225290002,0.15056680489759344,0.14865022595038568,0.9676523291592587,0.9677076030325494,0.15199463802701219,0.15444721312453843,0.967540860942859,0.9673213507216266,0.00962574,0.01245014,0.009474704,0.01159651,0.009915397,0.0129028,0.00990617,0.0122102,0.009785627,0.01260392,0.009510174,0.01173937,0.00964901,0.01244173,0.00990617,0.0122102,1.0366455396536223,1.022518607940449,1.0433639558243892,0.9939553462595666
26,56,1.5,13.539,0.16,641530.0,12830.6,0.98982,0.026810905,Baran:1988tw,0.0089,1.5089,1.34,1.3489,1.0,0.0,0.0,641530.0,12830.6,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.15880231209482773,4.433234524286382,1.0119018711111112,0.11171260839920616,0.1131218107104547,0.1387218107104547,0.37245376989695606,1.0688909741297938,1.0674817718185452,0.9665961692905116,0.008775450859953113,73105075.76626413,1462101.5153252825,0.030237606063823367,0.03005925448719932,48.64440162106113,48.07225187522137,31206842.971959345,624136.859439187,80.14515059399938,1.6029030118799876,30839791.745510764,616795.8349102153,79.20249273380293,1.5840498546760586,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,44,0.1602,0.008,0.8322835225290001,29,1.0682835225290002,0.005,0.0,31,0.1575,0.008,0.8541835225290001,26,1.0661835225290002,0.1613346130004203,0.1586502259503857,0.9667650449125104,0.9670322670730996,0.162946107411872,0.16297351623674566,0.9666225899224121,0.9667270007683854,0.008544752,0.01097034,0.008517437,0.01057376,0.008779084,0.0112545,0.008906965,0.01103308,0.008856368,0.01150445,0.008557903,0.01070193,0.008845964,0.01149259,0.008906965,0.01103308,1.0160254301916056,1.000438410136787,1.046460507419727,1.012709060361261
26,56,1.5,13.539,0.17,580310.0,11606.2,0.96156,0.028260757,Baran:1988tw,0.0089,1.5089,1.33,1.3389,1.0,0.0,0.0,580310.0,11606.2,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.16880231209482774,4.433234524286382,1.0119018711111112,0.11087893221712253,0.11228318804969073,0.14118318804969074,0.37574351364952496,1.0884901103118776,1.0870858544793092,0.9657785346791162,0.009463172448315323,61322986.891495295,1226459.737829906,0.030237606063823363,0.030059254487199316,51.098134089512804,50.4971238302039,29652758.193485174,593055.1638697035,76.15396318941089,1.523079263788218,29303985.929905623,586079.7185981125,75.25824920729775,1.5051649841459551,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,46,0.1674,0.008,0.8322835225290001,31,1.0842835225290002,0.005,0.0,33,0.1675,0.008,0.8541835225290001,29,1.0901835225290002,0.16851192086245703,0.1686502259503857,0.9661097706547485,0.9663140141436859,0.1701869778652364,0.1757629709050565,0.9659488805700467,0.9657771260525484,0.007881256,0.01025826,0.007676888,0.0099102,0.008126458,0.0105115,0.008023006,0.01021995,0.008038117,0.0107312,0.007721229,0.01002103,0.007833133,0.01057609,0.008023006,0.01021995,1.0259584549156584,1.0176761946212236,1.047072175042806,1.002878553815372
26,56,1.5,13.539,0.18,527530.0,10550.6,0.9099,0.029950903,Baran:1988tw,0.0089,1.5089,1.32,1.3289,1.0,0.0,0.0,527530.0,10550.6,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.17880231209482772,4.433234524286382,1.0119018711111112,0.1100452560350389,0.11144456538892673,0.14384456538892673,0.3792684608412974,1.1080892464939611,1.1066899371400734,0.9649029198349819,0.010102081966328742,52219928.69967901,1044398.5739935802,0.030237606063823367,0.03005925448719932,53.79522667504279,53.162493529113995,28378595.927885324,567571.9185577065,72.88167041857699,1.4576334083715399,28044810.211413506,560896.2042282701,72.02444476019184,1.4404888952038368,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,49,0.1782,0.008,0.8322835225290001,34,1.1082835225290002,0.005,0.0,35,0.1775,0.008,0.8541835225290001,31,1.1061835225290002,0.1792760373583917,0.17865022595038568,0.965019139421246,0.9655530375157694,0.18096045309591247,0.18428927401726372,0.9648357183455859,0.9651051568024989,0.007027285,0.009652219,0.006950575,0.009582085,0.007183391,0.009729234,0.007255857,0.009752409,0.00727525,0.01020845,0.006998753,0.00967406,0.007212127,0.01020088,0.007255857,0.009752409,1.0076584296188797,0.9945166708513383,1.037703463822196,1.015749053559037
26,56,1.5,13.539,0.19,483070.0,9661.4,0.87358,0.017595794,Baran:1988tw,0.0089,1.5089,1.31,1.3189,1.0,0.0,0.0,483070.0,9661.4,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.18880231209482773,4.433234524286382,1.0119018711111112,0.10921157985295527,0.11060594272816275,0.14670594272816276,0.38302211780543793,1.1276883826760447,1.1262940198008373,0.9639682961753541,0.01069234847513812,45179036.31023958,903580.7262047917,0.03023760606382337,0.030059254487199327,56.75344573067607,56.08591835921637,27415887.02911769,548317.7405823538,70.40924955436962,1.4081849910873925,27093424.58178665,541868.491635733,69.58110422017234,1.3916220844034466,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,52,0.189,0.008,0.8322835225290001,36,1.124283522529,0.005,0.0,37,0.1875,0.008,0.8541835225290001,34,1.1301835225290002,0.19003794071185354,0.1886502259503857,0.9637817016514136,0.9647495414854792,0.18808552308623294,0.19707872868557455,0.9640181292286137,0.9640394511243585,0.006232694,0.009443996,0.006331346,0.009561239,0.006624971,0.009478878,0.0066008,0.009603183,0.006658965,0.01003847,0.006384884,0.009633125,0.006413028,0.01003436,0.0066008,0.009603183,0.9887206885714307,0.9946726307564283,1.0309809384871271,1.007208089258878
26,56,1.5,13.539,0.2,446410.0,8928.2,0.88708,0.018122354,Baran:1988tw,0.0089,1.5089,1.3,1.3089,1.0,0.0,0.0,446410.0,8928.2,0.23630012742751225,0.013894603034727133,0.9861053969652729,0.014090383317531372,0.0011976879051722733,0.19880231209482774,4.433234524286382,1.0119018711111112,0.10837790367087165,0.10976732006739874,0.14976732006739873,0.3869978295383564,1.1472875188581284,1.1458981024616013,0.9629736251628499,0.011234518316088985,39735570.98221959,794711.4196443919,0.030237606063823367,0.03005925448719932,59.992005650073054,59.28638671672707,26781031.242249113,535620.6248449823,68.7788182835816,1.375576365671632,26466035.89421413,529320.7178842827,67.96984989074042,1.3593969978148086,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.0036,0.0,55,0.1998,0.008,0.8322835225290001,39,1.148283522529,0.005,0.0,39,0.1975,0.008,0.8541835225290001,36,1.146183522529,0.2007976322873688,0.1986502259503857,0.9623733958191784,0.9639037412377872,0.19868941034125653,0.20560503179778167,0.9626641461006789,0.9632906808297986,0.005601068,0.009708419,0.005811837,0.00982109,0.005937063,0.009523669,0.00597539,0.009697977,0.006150714,0.0101342,0.005792451,0.009828576,0.005958993,0.01016683,0.00597539,0.009697977,0.9860427390826461,0.9918151388658469,1.0308588209239815,1.019749004555126
