E0,Ep,theta,Q2,xs,err,f1f221,ratio,Unnamed: 8,dataSet,Veff,Eeff,nu,Ep_eff,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,Q2eff,qv2,qv,w2,w2_O
0.1009,0.0803,160.0,0.03143182666123008,16900.0,468.0,22700.0,0.74466,,Altemus-1973,0.0089,0.10980000000000001,0.020600000000000007,0.0892,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.00037715577253343013,0.020222844227466577,0.03799531975759303,0.03841967975759303,0.196009386911936,0.881017750371407,0.8875812434677699
0.1009,0.0747,160.0,0.029239818824332343,21100.0,553.0,23000.0,0.91688,,Altemus-1973,0.0089,0.10980000000000001,0.0262,0.08360000000000001,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.00037715577253343013,0.02582284422746657,0.03560996336025535,0.03629640336025535,0.19051614986728907,0.8939117643687446,0.9002819089046676
0.1009,0.0695,160.0,0.027204382975784445,23700.0,617.0,22000.0,1.07788,,Altemus-1973,0.0089,0.10980000000000001,0.0314,0.07840000000000001,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.00037715577253343013,0.031022844227466567,0.03339498956272751,0.03438094956272751,0.1854210062606918,0.9058847773662726,0.9120753839532156
0.1009,0.0643,160.0,0.02516894712723654,25300.0,681.0,20000.0,1.26428,,Altemus-1973,0.0089,0.10980000000000001,0.03660000000000001,0.0732,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.00037715577253343013,0.03622284422746658,0.031180015765199656,0.032519575765199656,0.18033184900399502,0.9178577903638003,0.9238688590017635
0.1009,0.0593,160.0,0.02321179727286356,26200.0,744.0,20000.0,1.30912,,Altemus-1973,0.0089,0.10980000000000001,0.041600000000000005,0.0682,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.00037715577253343013,0.041222844227466575,0.02905023326757673,0.03078079326757673,0.17544455895688738,0.9293703028614233,0.9352087388561364
0.1009,0.0593,160.0,0.02321179727286356,26200.0,744.0,17500.0,1.49404,,Altemus-1973,0.0089,0.10980000000000001,0.041600000000000005,0.0682,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.00037715577253343013,0.041222844227466575,0.02905023326757673,0.03078079326757673,0.17544455895688738,0.9293703028614233,0.9352087388561364
0.12,0.11,140.0,0.04662357329834101,15000.0,760.0,15200.0,0.98678,,Meziani-1984is,0.0089,0.1289,0.009999999999999995,0.1189,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.00048555138576371337,0.009514448614236282,0.05413353600914901,0.054233536009149014,0.2328809481455042,0.844988146519851,0.852498109230659
0.12,0.1,140.0,0.042385066634855466,20600.0,1090.0,23700.0,0.86986,,Meziani-1984is,0.0089,0.1289,0.01999999999999999,0.10890000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.00048555138576371337,0.019514448614236277,0.04958067343478829,0.049980673434788285,0.22356357805954952,0.8683064690942117,0.8755020758941446
0.12,0.09,140.0,0.03814655997136991,24200.0,1400.0,26500.0,0.91163,,Meziani-1984is,0.0089,0.1289,0.03,0.0989,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.00048555138576371337,0.029514448614236286,0.045027810860427564,0.04592781086042756,0.21430774801772232,0.8916247916685724,0.8985060425576301
0.12,0.08,140.0,0.03390805330788437,26700.0,1740.0,24700.0,1.08075,,Meziani-1984is,0.0089,0.1289,0.039999999999999994,0.0889,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.00048555138576371337,0.03951444861423628,0.04047494828606684,0.04207494828606684,0.20512178891104388,0.9149431142429333,0.9215100092211157
0.12,0.07,140.0,0.02966954664439883,23500.0,1870.0,20200.0,1.16331,,Meziani-1984is,0.0089,0.1289,0.04999999999999999,0.07890000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.00048555138576371337,0.049514448614236276,0.03592208571170612,0.03842208571170612,0.19601552415996576,0.9382614368172939,0.9445139758846012
0.12,0.11,90.0,0.026400000000000007,211000.0,12600.0,103000.0,2.04477,,Meziani-1984is,0.0089,0.1289,0.009999999999999995,0.1189,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.00027542063616659007,0.009724579363833405,0.030652420000000007,0.030752420000000006,0.1753636792497238,0.868469262529,0.8727216825290001
0.12,0.1,90.0,0.024000000000000007,203000.0,13200.0,121000.0,1.67893,,Meziani-1984is,0.0089,0.1289,0.01999999999999999,0.10890000000000001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.00027542063616659007,0.0197245793638334,0.028074420000000006,0.028474420000000007,0.168743651732443,0.889812722529,0.893887142529
0.12,0.09,90.0,0.0216,146000.0,12900.0,110000.0,1.3326,,Meziani-1984is,0.0089,0.1289,0.03,0.0989,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.00027542063616659007,0.02972457936383341,0.025496420000000006,0.026396420000000007,0.16246975103076883,0.9111561825290001,0.9150526025290001
0.12,0.08,90.0,0.019200000000000002,106000.0,14700.0,83700.0,1.26665,,Meziani-1984is,0.0089,0.1289,0.039999999999999994,0.0889,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.00027542063616659007,0.039724579363833404,0.022918420000000002,0.024518420000000003,0.15658358790115906,0.9324996425290001,0.9362180625290001
0.12,0.07,90.0,0.016800000000000006,45400.0,17300.0,57200.0,0.79361,,Meziani-1984is,0.0089,0.1289,0.04999999999999999,0.07890000000000001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.00027542063616659007,0.0497245793638334,0.020340420000000005,0.022840420000000004,0.15113047343272634,0.953843102529,0.9573835225289999
0.1305,0.1216,140.0,0.05605001211793286,9540.0,156.0,13300.0,0.7162,,Altemus-1973,0.0089,0.1394,0.008900000000000005,0.1305,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.008325962855567567,0.06425470139177501,0.06433391139177501,0.253641304585383,0.832802780537225,0.8410074698110672
0.1305,0.1181,140.0,0.05443673051914368,10900.0,116.0,13300.0,0.82172,,Altemus-1973,0.0089,0.1394,0.012400000000000008,0.127,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.01182596285556757,0.06253139522417951,0.06268515522417951,0.25037003659419693,0.8410939977048205,0.8491886624098564
0.1305,0.107,140.0,0.04932032316298369,18000.0,183.0,21700.0,0.82891,,Altemus-1973,0.0089,0.1394,0.023500000000000007,0.1159,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.02292596285556757,0.05706605280694808,0.057618302806948074,0.24003812781920308,0.8673890007220519,0.8751347303660163
0.1305,0.1017,140.0,0.04687735388481721,20000.0,201.0,23600.0,0.84802,,Altemus-1973,0.0089,0.1394,0.028800000000000006,0.1106,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.02822596285556757,0.05445647489601775,0.05528591489601775,0.23512957044152857,0.8799442724329822,0.8875233934441829
0.1305,0.0964,140.0,0.04443438460665072,22000.0,219.0,24300.0,0.90372,,Altemus-1973,0.0089,0.1394,0.034100000000000005,0.1053,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.03352596285556757,0.051846896985087425,0.053009706985087425,0.2302383699236238,0.8924995441439126,0.8999120565223493
0.1305,0.0888,140.0,0.04093125884927992,24600.0,284.0,23600.0,1.04258,,Altemus-1973,0.0089,0.1394,0.0417,0.09770000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.04112596285556756,0.048104860735451484,0.049843750735451484,0.22325714039074201,0.9105033299935485,0.9176769318797201
0.1305,0.0859,140.0,0.03959453981028317,26000.0,300.0,23600.0,1.10498,,Altemus-1973,0.0089,0.1394,0.0446,0.09480000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.04402596285556756,0.04667697848230093,0.04866613848230093,0.22060403097473294,0.9173731956466992,0.9244556343187169
0.1305,0.0888,140.0,0.04093125884927992,24600.0,284.0,22800.0,1.07667,,Altemus-1973,0.0089,0.1394,0.0417,0.09770000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.04112596285556756,0.048104860735451484,0.049843750735451484,0.22325714039074201,0.9105033299935485,0.9176769318797201
0.1305,0.0859,140.0,0.03959453981028317,26000.0,300.0,22800.0,1.14112,,Altemus-1973,0.0089,0.1394,0.0446,0.09480000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.04402596285556756,0.04667697848230093,0.04866613848230093,0.22060403097473294,0.9173731956466992,0.9244556343187169
0.1305,0.0806,140.0,0.03715157053211669,26500.0,321.0,21000.0,1.25914,,Altemus-1973,0.0089,0.1394,0.0499,0.08950000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.04932596285556756,0.0440674005713706,0.046557410571370604,0.21577166304074918,0.9299284673576295,0.9368442973968834
0.1305,0.0753,140.0,0.03470860125395021,26300.0,343.0,18900.0,1.39115,,Altemus-1973,0.0089,0.1394,0.0552,0.08420000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.05462596285556756,0.041457822660440284,0.044504862660440285,0.21096175639304932,0.9424837390685598,0.9492329604750498
0.1305,0.07,140.0,0.03226563197578373,22200.0,350.0,16600.0,1.34008,,Altemus-1973,0.0089,0.1394,0.0605,0.07890000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.05992596285556756,0.03884824474950996,0.042508494749509955,0.20617588304530177,0.95503901077949,0.9616216235532163
0.1305,0.0647,140.0,0.029822662697617235,20000.0,382.0,14300.0,1.39739,,Altemus-1973,0.0089,0.1394,0.06580000000000001,0.0736,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.06522596285556757,0.03623866683857962,0.04056830683857962,0.20141575618252813,0.9675942824904206,0.9740102866313829
0.1305,0.0594,140.0,0.02737969341945076,16300.0,430.0,12200.0,1.34162,,Altemus-1973,0.0089,0.1394,0.0711,0.0683,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0005740371444324377,0.07052596285556756,0.0336290889276493,0.0386842989276493,0.19668324516249291,0.9801495542013509,0.9863989497095493
0.1507,0.1328,160.0,0.0776379816641671,6230.0,127.0,7510.0,0.82904,,Altemus-1973,0.0089,0.1596,0.0179,0.1417,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.017060222085318183,0.08773353864142393,0.08805394864142392,0.2967388559683816,0.8262128572875761,0.8363084142648329
0.1507,0.1276,160.0,0.07459794021346175,8410.0,151.0,10500.0,0.80024,,Altemus-1973,0.0089,0.1596,0.02310000000000001,0.13649999999999998,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.022260222085318193,0.08451395924173863,0.08504756924173863,0.291629163908102,0.8391904758872614,0.8491064949155382
0.1507,0.1224,160.0,0.07155789876275642,10100.0,170.0,13100.0,0.76954,,Altemus-1973,0.0089,0.1596,0.028300000000000006,0.1313,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.02746022208531819,0.08129437984205336,0.08209526984205336,0.2865227213364646,0.8521680944869467,0.8619045755662437
0.1507,0.1171,160.0,0.06845939497646059,11900.0,190.0,14900.0,0.79893,,Altemus-1973,0.0089,0.1596,0.033600000000000005,0.126,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.03276022208531819,0.07801288545391259,0.07914184545391259,0.28132160502512527,0.8653952826750875,0.8749487731525395
0.1507,0.1119,160.0,0.06541935352575526,12900.0,204.0,16100.0,0.8048,,Altemus-1973,0.0089,0.1596,0.0388,0.1208,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.037960222085318185,0.07479330605422732,0.07629874605422732,0.27622227653508924,0.8783729012747727,0.8877468538032448
0.1507,0.1066,160.0,0.06232084973945944,14000.0,219.0,16700.0,0.84227,,Altemus-1973,0.0089,0.1596,0.0441,0.1155,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.043260222085318184,0.07151181166608656,0.07345662166608656,0.2710288207296164,0.8916000894629135,0.9007910513895406
0.1507,0.1013,160.0,0.05922234595316361,15400.0,235.0,16700.0,0.92322,,Altemus-1973,0.0089,0.1596,0.0494,0.1102,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.04856022208531818,0.06823031727794578,0.07067067727794578,0.26583957056455265,0.9048272776510542,0.9138352489758363
0.1507,0.0961,160.0,0.05618230450245827,16400.0,250.0,16200.0,1.00807,,Altemus-1973,0.0089,0.1596,0.054599999999999996,0.10500000000000001,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.05376022208531818,0.0650107378782605,0.0679918978782605,0.26075256063605684,0.9178048962507395,0.9266333296265417
0.1507,0.0903,160.0,0.05279148903821001,16500.0,260.0,15300.0,1.0758,,Altemus-1973,0.0089,0.1596,0.060399999999999995,0.09920000000000001,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.05956022208531818,0.0614196685478423,0.06506782854784231,0.2550839637214427,0.9322799323811577,0.94090811189079
0.1507,0.0852,160.0,0.049809909923095155,15900.0,265.0,14300.0,1.11232,,Altemus-1973,0.0089,0.1596,0.0655,0.0941,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.06466022208531819,0.058262004136612505,0.0625522541366125,0.2501044864383934,0.9450079813923876,0.953460075605905
0.1507,0.08,160.0,0.04676986847238982,15200.0,272.0,13100.0,1.15954,,Altemus-1973,0.0089,0.1596,0.0707,0.0889,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.06986022208531818,0.05504242473692722,0.06004091473692722,0.24503247690240415,0.9579855999920728,0.9662581562566102
0.1507,0.0748,160.0,0.04372982702168448,13900.0,274.0,11800.0,1.17569,,Altemus-1973,0.0089,0.1596,0.0759,0.08370000000000001,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.07506022208531818,0.05182284533724194,0.05758365533724194,0.23996594620329348,0.9709632185917582,0.9790562369073156
0.1507,0.0695,160.0,0.04063132323538866,12200.0,273.0,10500.0,1.1548,,Altemus-1973,0.0089,0.1596,0.0812,0.07840000000000001,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.08036022208531818,0.048541350949101184,0.05513479094910118,0.23480798740481804,0.9841904067798989,0.9921004344936114
0.1507,0.0642,160.0,0.03753281944909282,10100.0,270.0,9270.0,1.08919,,Altemus-1973,0.0089,0.1596,0.08650000000000001,0.0731,2.792526803190927,0.9698463103929541,0.03015368960704583,32.16343747752632,0.0008397779146818163,0.08566022208531819,0.045259856560960404,0.05274210656096041,0.22965649688384696,0.9974175949680396,1.0051446320799071
0.1546,0.1388,180.0,0.08583392,4120.0,54.0,5690.0,0.72427,,Hotta-1994,0.0089,0.16349999999999998,0.01579999999999998,0.1477,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.014889008749360416,0.09659579999999998,0.09684543999999998,0.3112,0.813409849329,0.824171729329
0.1546,0.1288,180.0,0.07964992,7080.0,81.0,7940.0,0.89143,,Hotta-1994,0.0089,0.16349999999999998,0.02579999999999999,0.1377,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.024889008749360425,0.09005579999999998,0.09072143999999997,0.30119999999999997,0.838715309329,0.8491211893289999
0.1546,0.1189,180.0,0.07352776,10000.0,94.0,9690.0,1.03234,,Hotta-1994,0.0089,0.16349999999999998,0.03569999999999998,0.1278,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.03478900874936042,0.08358119999999998,0.08485568999999998,0.29129999999999995,0.8637677147289999,0.873821154729
0.1546,0.1089,180.0,0.06734375999999999,12500.0,117.0,10300.0,1.21927,,Hotta-1994,0.0089,0.16349999999999998,0.04569999999999999,0.1178,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.044789008749360426,0.07704119999999999,0.07912968999999999,0.2813,0.8890731747289999,0.898770614729
0.1546,0.099,180.0,0.0612216,14300.0,166.0,9510.0,1.50302,,Hotta-1994,0.0089,0.16349999999999998,0.05559999999999998,0.10790000000000001,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.05468900874936042,0.0705666,0.07365796,0.2714,0.914125580129,0.9234705801290001
0.1546,0.089,180.0,0.05503759999999999,14200.0,181.0,7880.0,1.80219,,Hotta-1994,0.0089,0.16349999999999998,0.06559999999999999,0.0979,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.06468900874936043,0.06402659999999999,0.06832996,0.26139999999999997,0.939431040129,0.948420040129
0.1546,0.079,180.0,0.0488536,12600.0,381.0,5920.0,2.12813,,Hotta-1994,0.0089,0.16349999999999998,0.07559999999999999,0.0879,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.07468900874936042,0.0574866,0.06320196,0.2514,0.964736500129,0.9733695001290001
0.1546,0.0691,180.0,0.042731439999999996,10700.0,418.0,4090.0,2.61492,,Hotta-1994,0.0089,0.16349999999999998,0.08549999999999999,0.078,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.08458900874936043,0.051011999999999995,0.05832224999999999,0.2415,0.989788905529,0.998069465529
0.1546,0.0591,180.0,0.036547439999999994,7540.0,412.0,2570.0,2.93032,,Hotta-1994,0.0089,0.16349999999999998,0.09549999999999999,0.068,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.09458900874936042,0.044472,0.053592249999999994,0.23149999999999998,1.015094365529,1.0230189255289999
0.1546,0.0491,180.0,0.030363439999999995,6810.0,469.0,1430.0,4.75592,,Hotta-1994,0.0089,0.16349999999999998,0.10549999999999998,0.057999999999999996,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.10458900874936042,0.037931999999999994,0.04906224999999999,0.22149999999999997,1.040399825529,1.047968385529
0.1546,0.0392,180.0,0.024241279999999997,6170.0,821.0,636.0,9.70385,,Hotta-1994,0.0089,0.16349999999999998,0.11539999999999999,0.0481,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.0009109912506395645,0.11448900874936042,0.031457399999999996,0.04477455999999999,0.21159999999999998,1.065452230929,1.072668350929
0.1503,0.1429,90.0,0.042955740000000006,95200.0,1780.0,53200.0,1.7895,,Altemus-1973,0.0089,0.15919999999999998,0.00739999999999999,0.1518,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.006968182407282308,0.04833312000000001,0.04838788000000001,0.2199724528208021,0.845909542929,0.851286922929
0.1503,0.1407,90.0,0.04229442,88100.0,1190.0,53200.0,1.6547,,Altemus-1973,0.0089,0.15919999999999998,0.009599999999999997,0.14959999999999998,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.009168182407282316,0.047632640000000004,0.047724800000000005,0.2184600650004481,0.850738424129,0.856076644129
0.1503,0.1316,90.0,0.039558960000000004,95600.0,1470.0,73600.0,1.2984,,Altemus-1973,0.0089,0.15919999999999998,0.018699999999999994,0.14049999999999999,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.018268182407282313,0.044735199999999996,0.045084889999999996,0.2123320277301566,0.870712432729,0.875888672729
0.1503,0.1255,90.0,0.0377253,91000.0,1480.0,80100.0,1.1349,,Altemus-1973,0.0089,0.15919999999999998,0.02479999999999999,0.1344,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.024368182407282307,0.04279296,0.043407999999999995,0.20834586628968665,0.884101603329,0.889169263329
0.1503,0.1194,90.0,0.03589164000000001,97400.0,1580.0,81100.0,1.20121,,Altemus-1973,0.0089,0.15919999999999998,0.030899999999999983,0.1283,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.0304681824072823,0.04085072,0.04180553,0.20446400661241088,0.897490773929,0.902449853929
0.1503,0.1133,90.0,0.03405798,95300.0,1640.0,77300.0,1.2322,,Altemus-1973,0.0089,0.15919999999999998,0.03699999999999999,0.1222,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.03656818240728231,0.03890848,0.040277480000000004,0.20069250110554704,0.910879944529,0.915730444529
0.1503,0.1071,90.0,0.03219426,93100.0,1710.0,70300.0,1.32416,,Altemus-1973,0.0089,0.15919999999999998,0.04319999999999999,0.116,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.04276818240728231,0.036934400000000006,0.038800640000000004,0.19697878058308718,0.9244886097289999,0.9292287497289999
0.1503,0.101,90.0,0.03036060000000001,89200.0,1800.0,61700.0,1.44504,,Altemus-1973,0.0089,0.15919999999999998,0.04929999999999998,0.10990000000000001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.0488681824072823,0.03499216000000001,0.03742265000000001,0.19344934737548228,0.9378777803289999,0.942509340329
0.1503,0.0949,90.0,0.028526940000000004,74800.0,1860.0,52500.0,1.4245,,Altemus-1973,0.0089,0.15919999999999998,0.05539999999999999,0.1038,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.05496818240728231,0.03304992,0.036119080000000005,0.19005020389360283,0.951266950929,0.955789930929
0.1503,0.0887,90.0,0.026663220000000005,61900.0,2020.0,43800.0,1.41399,,Altemus-1973,0.0089,0.15919999999999998,0.06159999999999999,0.0976,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.06116818240728231,0.031075840000000004,0.0348704,0.1867361775339744,0.9648756161290001,0.9692882361290001
0.1503,0.0826,90.0,0.024829560000000007,50000.0,2320.0,35800.0,1.39702,,Altemus-1973,0.0089,0.15919999999999998,0.06769999999999998,0.09150000000000001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.0672681824072823,0.029133600000000006,0.033716890000000006,0.18362159459061456,0.978264786729,0.9825688267289999
0.1503,0.0723,90.0,0.021733380000000004,38600.0,3360.0,24800.0,1.55311,,Altemus-1973,0.0089,0.15919999999999998,0.07799999999999999,0.08120000000000001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.0775681824072823,0.025854080000000005,0.03193808,0.17871228273400797,1.000872730529,1.004993430529
0.1503,0.0621,90.0,0.01866726,29400.0,5350.0,16600.0,1.77546,,Altemus-1973,0.0089,0.15919999999999998,0.08819999999999999,0.07100000000000001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.0877681824072823,0.022606400000000002,0.03038564,0.1743147727532007,1.023261179729,1.027200319729
0.1603,0.1387,140.0,0.07853108678194906,9420.0,130.0,10100.0,0.93599,,Altemus-1973,0.0089,0.1692,0.021600000000000008,0.14759999999999998,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.0008652667229525624,0.020734733277047446,0.08821010527779578,0.08867666527779579,0.2977862744953095,0.8326795108512042,0.8423585293470509
