Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu_fit,Ex,W2,q2,sigtot,sigqe,sigie,sigmec,nuccstot,signonuc,ratio
6.0,12.0,0.5188,90.0,0.025194,1.0,0.0,-1.0,0.4936,90.0000,0.0252,0.0093,0.4155,0.5122,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.025394,1.0,0.0,-1.0,0.4934,90.0000,0.0254,0.0095,0.4161,0.5120,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.025594,1.0,0.0,-1.0,0.4932,90.0000,0.0256,0.0097,0.4166,0.5118,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.025794,1.0,0.0,-1.0,0.4930,90.0000,0.0258,0.0099,0.4172,0.5115,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.025994,1.0,0.0,-1.0,0.4928,90.0000,0.0260,0.0101,0.4178,0.5113,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.026194,1.0,0.0,-1.0,0.4926,90.0000,0.0262,0.0103,0.4184,0.5111,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.026394,1.0,0.0,-1.0,0.4924,90.0000,0.0264,0.0105,0.4190,0.5109,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.026594,1.0,0.0,-1.0,0.4922,90.0000,0.0266,0.0107,0.4195,0.5107,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.026794,1.0,0.0,-1.0,0.4920,90.0000,0.0268,0.0109,0.4201,0.5105,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.026994,1.0,0.0,-1.0,0.4918,90.0000,0.0270,0.0111,0.4207,0.5103,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.027194,1.0,0.0,-1.0,0.4916,90.0000,0.0272,0.0113,0.4213,0.5101,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.027394,1.0,0.0,-1.0,0.4914,90.0000,0.0274,0.0115,0.4219,0.5099,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.027594,1.0,0.0,-1.0,0.4912,90.0000,0.0276,0.0117,0.4225,0.5097,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.027794,1.0,0.0,-1.0,0.4910,90.0000,0.0278,0.0119,0.4230,0.5095,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.027994,1.0,0.0,-1.0,0.4908,90.0000,0.0280,0.0121,0.4236,0.5093,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.028194,1.0,0.0,-1.0,0.4906,90.0000,0.0282,0.0123,0.4242,0.5091,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.028394,1.0,0.0,-1.0,0.4904,90.0000,0.0284,0.0125,0.4248,0.5088,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.028594,1.0,0.0,-1.0,0.4902,90.0000,0.0286,0.0127,0.4254,0.5086,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.028794,1.0,0.0,-1.0,0.4900,90.0000,0.0288,0.0129,0.4260,0.5084,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.028994,1.0,0.0,-1.0,0.4898,90.0000,0.0290,0.0131,0.4265,0.5082,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.029194,1.0,0.0,-1.0,0.4896,90.0000,0.0292,0.0133,0.4271,0.5080,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.029394,1.0,0.0,-1.0,0.4894,90.0000,0.0294,0.0135,0.4277,0.5078,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.029594,1.0,0.0,-1.0,0.4892,90.0000,0.0296,0.0137,0.4283,0.5076,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.029794,1.0,0.0,-1.0,0.4890,90.0000,0.0298,0.0139,0.4289,0.5074,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.029994,1.0,0.0,-1.0,0.4888,90.0000,0.0300,0.0141,0.4295,0.5072,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.030194,1.0,0.0,-1.0,0.4886,90.0000,0.0302,0.0143,0.4300,0.5070,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.030394,1.0,0.0,-1.0,0.4884,90.0000,0.0304,0.0145,0.4306,0.5068,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.030594,1.0,0.0,-1.0,0.4882,90.0000,0.0306,0.0147,0.4312,0.5066,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.030794,1.0,0.0,-1.0,0.4880,90.0000,0.0308,0.0149,0.4318,0.5064,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.030994,1.0,0.0,-1.0,0.4878,90.0000,0.0310,0.0151,0.4324,0.5061,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.031194,1.0,0.0,-1.0,0.4876,90.0000,0.0312,0.0153,0.4330,0.5059,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.031394,1.0,0.0,-1.0,0.4874,90.0000,0.0314,0.0155,0.4335,0.5057,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.031594,1.0,0.0,-1.0,0.4872,90.0000,0.0316,0.0157,0.4341,0.5055,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.031794,1.0,0.0,-1.0,0.4870,90.0000,0.0318,0.0159,0.4347,0.5053,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.031994,1.0,0.0,-1.0,0.4868,90.0000,0.0320,0.0161,0.4353,0.5051,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.032194,1.0,0.0,-1.0,0.4866,90.0000,0.0322,0.0163,0.4359,0.5049,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.032394,1.0,0.0,-1.0,0.4864,90.0000,0.0324,0.0165,0.4364,0.5047,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.032594,1.0,0.0,-1.0,0.4862,90.0000,0.0326,0.0167,0.4370,0.5045,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.032794,1.0,0.0,-1.0,0.4860,90.0000,0.0328,0.0169,0.4376,0.5043,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.032994,1.0,0.0,-1.0,0.4858,90.0000,0.0330,0.0171,0.4382,0.5041,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.033194,1.0,0.0,-1.0,0.4856,90.0000,0.0332,0.0173,0.4388,0.5039,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.033394,1.0,0.0,-1.0,0.4854,90.0000,0.0334,0.0175,0.4394,0.5037,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.033594,1.0,0.0,-1.0,0.4852,90.0000,0.0336,0.0177,0.4399,0.5035,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.033794,1.0,0.0,-1.0,0.4850,90.0000,0.0338,0.0179,0.4405,0.5032,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.033994,1.0,0.0,-1.0,0.4848,90.0000,0.0340,0.0181,0.4411,0.5030,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.034194,1.0,0.0,-1.0,0.4846,90.0000,0.0342,0.0183,0.4417,0.5028,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.034394,1.0,0.0,-1.0,0.4844,90.0000,0.0344,0.0185,0.4423,0.5026,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.034594,1.0,0.0,-1.0,0.4842,90.0000,0.0346,0.0187,0.4429,0.5024,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.034794,1.0,0.0,-1.0,0.4840,90.0000,0.0348,0.0189,0.4434,0.5022,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.034994,1.0,0.0,-1.0,0.4838,90.0000,0.0350,0.0191,0.4440,0.5020,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.035194,1.0,0.0,-1.0,0.4836,90.0000,0.0352,0.0193,0.4446,0.5018,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.035394,1.0,0.0,-1.0,0.4834,90.0000,0.0354,0.0195,0.4452,0.5016,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.035594,1.0,0.0,-1.0,0.4832,90.0000,0.0356,0.0197,0.4458,0.5014,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.035794,1.0,0.0,-1.0,0.4830,90.0000,0.0358,0.0199,0.4464,0.5012,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.035994,1.0,0.0,-1.0,0.4828,90.0000,0.0360,0.0201,0.4469,0.5010,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.036194,1.0,0.0,-1.0,0.4826,90.0000,0.0362,0.0203,0.4475,0.5008,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.036394,1.0,0.0,-1.0,0.4824,90.0000,0.0364,0.0205,0.4481,0.5005,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.036594,1.0,0.0,-1.0,0.4822,90.0000,0.0366,0.0207,0.4487,0.5003,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.036794,1.0,0.0,-1.0,0.4820,90.0000,0.0368,0.0209,0.4493,0.5001,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.036994,1.0,0.0,-1.0,0.4818,90.0000,0.0370,0.0211,0.4499,0.4999,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.037194,1.0,0.0,-1.0,0.4816,90.0000,0.0372,0.0213,0.4504,0.4997,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.037394,1.0,0.0,-1.0,0.4814,90.0000,0.0374,0.0215,0.4510,0.4995,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.037594,1.0,0.0,-1.0,0.4812,90.0000,0.0376,0.0217,0.4516,0.4993,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.037794,1.0,0.0,-1.0,0.4810,90.0000,0.0378,0.0219,0.4522,0.4991,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.037994,1.0,0.0,-1.0,0.4808,90.0000,0.0380,0.0221,0.4528,0.4989,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.038194,1.0,0.0,-1.0,0.4806,90.0000,0.0382,0.0223,0.4534,0.4987,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.038394,1.0,0.0,-1.0,0.4804,90.0000,0.0384,0.0225,0.4539,0.4985,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.038594,1.0,0.0,-1.0,0.4802,90.0000,0.0386,0.0227,0.4545,0.4983,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.038794,1.0,0.0,-1.0,0.4800,90.0000,0.0388,0.0229,0.4551,0.4981,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.038994,1.0,0.0,-1.0,0.4798,90.0000,0.0390,0.0231,0.4557,0.4978,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.5188,90.0,0.039194,1.0,0.0,-1.0,0.4796,90.0000,0.0392,0.0233,0.4563,0.4976,0.624,0.30000000000000004,0.0,0.324,0.0,0.624,1.6025641025641026
6.0,12.0,0.5188,90.0,0.039394,1.0,0.0,-1.0,0.4794,90.0000,0.0394,0.0235,0.4568,0.4974,0.96,0.46799999999999997,0.0,0.504,0.0,0.96,1.0416666666666667
6.0,12.0,0.5188,90.0,0.039594,1.0,0.0,-1.0,0.4792,90.0000,0.0396,0.0237,0.4574,0.4972,1.224,0.5880000000000001,0.0,0.636,0.0,1.224,0.8169934640522876
6.0,12.0,0.5188,90.0,0.039794,1.0,0.0,-1.0,0.4790,90.0000,0.0398,0.0239,0.4580,0.4970,1.452,0.6960000000000001,0.0,0.756,0.0,1.452,0.6887052341597797
6.0,12.0,0.5188,90.0,0.039994,1.0,0.0,-1.0,0.4788,90.0000,0.0400,0.0241,0.4586,0.4968,1.6559999999999997,0.792,0.0,0.8640000000000001,0.0,1.6559999999999997,0.603864734299517
6.0,12.0,0.5188,90.0,0.040194,1.0,0.0,-1.0,0.4786,90.0000,0.0402,0.0243,0.4592,0.4966,1.8479999999999999,0.8879999999999999,0.0,0.972,0.0,1.8479999999999999,0.5411255411255411
6.0,12.0,0.5188,90.0,0.040394,1.0,0.0,-1.0,0.4784,90.0000,0.0404,0.0245,0.4598,0.4964,2.04,0.972,0.0,1.068,0.0,2.04,0.49019607843137253
6.0,12.0,0.5188,90.0,0.040594,1.0,0.0,-1.0,0.4782,90.0000,0.0406,0.0247,0.4603,0.4962,2.2199999999999998,1.056,0.0,1.1640000000000001,0.0,2.2199999999999998,0.4504504504504505
6.0,12.0,0.5188,90.0,0.040794,1.0,0.0,-1.0,0.4780,90.0000,0.0408,0.0249,0.4609,0.4960,2.388,1.1400000000000001,0.0,1.248,0.0,2.388,0.4187604690117253
6.0,12.0,0.5188,90.0,0.040994,1.0,0.0,-1.0,0.4778,90.0000,0.0410,0.0251,0.4615,0.4958,2.556,1.2120000000000002,0.0,1.344,0.0,2.556,0.39123630672926446
6.0,12.0,0.5188,90.0,0.041194,1.0,0.0,-1.0,0.4776,90.0000,0.0412,0.0253,0.4621,0.4956,2.7239999999999998,1.296,0.0,1.4400000000000002,0.0,2.7239999999999998,0.3671071953010279
6.0,12.0,0.5188,90.0,0.041394,1.0,0.0,-1.0,0.4774,90.0000,0.0414,0.0255,0.4627,0.4954,2.892,1.368,0.0,1.524,0.0,2.892,0.3457814661134163
6.0,12.0,0.5188,90.0,0.041594,1.0,0.0,-1.0,0.4772,90.0000,0.0416,0.0257,0.4633,0.4951,3.06,1.4400000000000002,0.0,1.62,0.0,3.06,0.32679738562091504
6.0,12.0,0.5188,90.0,0.041794,1.0,0.0,-1.0,0.4770,90.0000,0.0418,0.0259,0.4638,0.4949,3.2279999999999998,1.524,0.0,1.7040000000000002,0.0,3.2279999999999998,0.30978934324659235
6.0,12.0,0.5188,90.0,0.041994,1.0,0.0,-1.0,0.4768,90.0000,0.0420,0.0261,0.4644,0.4947,3.3840000000000003,1.596,0.0,1.7879999999999998,0.0,3.3840000000000003,0.29550827423167847
6.0,12.0,0.5188,90.0,0.042194,1.0,0.0,-1.0,0.4766,90.0000,0.0422,0.0263,0.4650,0.4945,3.5519999999999996,1.6679999999999997,0.0,1.884,0.0,3.5519999999999996,0.28153153153153154
6.0,12.0,0.5188,90.0,0.042394,1.0,0.0,-1.0,0.4764,90.0000,0.0424,0.0265,0.4656,0.4943,3.7199999999999998,1.7399999999999998,0.0,1.968,0.0,3.7199999999999998,0.2688172043010753
6.0,12.0,0.5188,90.0,0.042594,1.0,0.0,-1.0,0.4762,90.0000,0.0426,0.0267,0.4662,0.4941,3.8760000000000003,1.8120000000000003,0.0,2.064,0.0,3.8760000000000003,0.25799793601651183
6.0,12.0,0.5188,90.0,0.042794,1.0,0.0,-1.0,0.4760,90.0000,0.0428,0.0269,0.4668,0.4939,4.0440000000000005,1.896,0.0,2.1479999999999997,0.0,4.0440000000000005,0.2472799208704253
6.0,12.0,0.5188,90.0,0.042994,1.0,0.0,-1.0,0.4758,90.0000,0.0430,0.0271,0.4673,0.4937,4.212000000000001,1.968,0.0,2.2439999999999998,0.0,4.212000000000001,0.23741690408357072
6.0,12.0,0.5188,90.0,0.043194,1.0,0.0,-1.0,0.4756,90.0000,0.0432,0.0273,0.4679,0.4935,4.38,2.04,0.0,2.34,0.0,4.38,0.22831050228310504
6.0,12.0,0.5188,90.0,0.043394,1.0,0.0,-1.0,0.4754,90.0000,0.0434,0.0275,0.4685,0.4933,4.548,2.112,0.0,2.4240000000000004,0.0,4.548,0.2198768689533861
6.0,12.0,0.5188,90.0,0.043594,1.0,0.0,-1.0,0.4752,90.0000,0.0436,0.0277,0.4691,0.4931,4.716,2.184,0.0,2.5200000000000005,0.0,4.716,0.21204410517387615
6.0,12.0,0.5188,90.0,0.043794,1.0,0.0,-1.0,0.4750,90.0000,0.0438,0.0279,0.4697,0.4929,4.884,2.268,0.0,2.6160000000000005,0.0,4.884,0.20475020475020472
6.0,12.0,0.5188,90.0,0.043994,1.0,0.0,-1.0,0.4748,90.0000,0.0440,0.0281,0.4703,0.4927,5.052,2.34,0.0,2.7119999999999997,0.0,5.052,0.19794140934283452
6.0,12.0,0.5188,90.0,0.044194,1.0,0.0,-1.0,0.4746,90.0000,0.0442,0.0283,0.4708,0.4925,5.22,2.412,0.0,2.808,0.0,5.22,0.19157088122605365
6.0,12.0,0.5188,90.0,0.044394,1.0,0.0,-1.0,0.4744,90.0000,0.0444,0.0285,0.4714,0.4922,5.4,2.496,0.0,2.904,0.0,5.4,0.18518518518518517
6.0,12.0,0.5188,90.0,0.044594,1.0,0.0,-1.0,0.4742,90.0000,0.0446,0.0287,0.4720,0.4920,5.58,2.568,0.0,3.0,0.0,5.58,0.17921146953405018
6.0,12.0,0.5188,90.0,0.044794,1.0,0.0,-1.0,0.4740,90.0000,0.0448,0.0289,0.4726,0.4918,5.747999999999999,2.652,0.0,3.108,0.0,5.747999999999999,0.17397355601948505
6.0,12.0,0.5188,90.0,0.044994,1.0,0.0,-1.0,0.4738,90.0000,0.0450,0.0291,0.4732,0.4916,5.928,2.7239999999999998,0.0,3.2039999999999997,0.0,5.928,0.16869095816464239
6.0,12.0,0.5188,90.0,0.045194,1.0,0.0,-1.0,0.4736,90.0000,0.0452,0.0293,0.4738,0.4914,6.1080000000000005,2.808,0.0,3.3000000000000003,0.0,6.1080000000000005,0.16371971185330714
6.0,12.0,0.5188,90.0,0.045394,1.0,0.0,-1.0,0.4734,90.0000,0.0454,0.0295,0.4743,0.4912,6.300000000000001,2.892,0.0,3.4080000000000004,0.0,6.300000000000001,0.15873015873015872
6.0,12.0,0.5188,90.0,0.045594,1.0,0.0,-1.0,0.4732,90.0000,0.0456,0.0297,0.4749,0.4910,6.48,2.964,0.0,3.5160000000000005,0.0,6.48,0.15432098765432098
6.0,12.0,0.5188,90.0,0.045794,1.0,0.0,-1.0,0.4730,90.0000,0.0458,0.0299,0.4755,0.4908,6.671999999999999,3.048,0.0,3.6240000000000006,0.0,6.671999999999999,0.14988009592326143
6.0,12.0,0.5188,90.0,0.045994,1.0,0.0,-1.0,0.4728,90.0000,0.0460,0.0301,0.4761,0.4906,6.851999999999999,3.132,0.0,3.7199999999999998,0.0,6.851999999999999,0.14594279042615296
6.0,12.0,0.5188,90.0,0.046194,1.0,0.0,-1.0,0.4726,90.0000,0.0462,0.0303,0.4767,0.4904,7.044,3.216,0.0,3.8280000000000003,0.0,7.044,0.1419647927314026
6.0,12.0,0.5188,90.0,0.046394,1.0,0.0,-1.0,0.4724,90.0000,0.0464,0.0305,0.4772,0.4902,7.236,3.3000000000000003,0.0,3.9479999999999995,0.0,7.236,0.13819789939192925
6.0,12.0,0.5188,90.0,0.046594,1.0,0.0,-1.0,0.4722,90.0000,0.0466,0.0307,0.4778,0.4900,7.4399999999999995,3.3840000000000003,0.0,4.055999999999999,0.0,7.4399999999999995,0.13440860215053765
6.0,12.0,0.5188,90.0,0.046794,1.0,0.0,-1.0,0.4720,90.0000,0.0468,0.0309,0.4784,0.4898,7.632,3.468,0.0,4.164,0.0,7.632,0.1310272536687631
6.0,12.0,0.5188,90.0,0.046994,1.0,0.0,-1.0,0.4718,90.0000,0.0470,0.0311,0.4790,0.4895,7.836,3.5519999999999996,0.0,4.284,0.0,7.836,0.1276161306789178
6.0,12.0,0.5188,90.0,0.047194,1.0,0.0,-1.0,0.4716,90.0000,0.0472,0.0313,0.4796,0.4893,8.015999999999998,3.636,0.0,4.3919999999999995,0.0,8.015999999999998,0.12475049900199603
6.0,12.0,0.5188,90.0,0.047394,1.0,0.0,-1.0,0.4714,90.0000,0.0474,0.0315,0.4802,0.4891,8.123999999999999,3.6719999999999997,0.0,4.452,0.0,8.123999999999999,0.12309207287050716
6.0,12.0,0.5188,90.0,0.047594,1.0,0.0,-1.0,0.4712,90.0000,0.0476,0.0317,0.4807,0.4889,8.232,3.7199999999999998,0.0,4.5120000000000005,0.0,8.232,0.12147716229348883
6.0,12.0,0.5188,90.0,0.047794,1.0,0.0,-1.0,0.4710,90.0000,0.0478,0.0319,0.4813,0.4887,8.34,3.768,0.0,4.572,0.0,8.34,0.11990407673860912
6.0,12.0,0.5188,90.0,0.047994,1.0,0.0,-1.0,0.4708,90.0000,0.0480,0.0321,0.4819,0.4885,8.448,3.8040000000000003,0.0,4.643999999999999,0.0,8.448,0.11837121212121211
6.0,12.0,0.5188,90.0,0.048194,1.0,0.0,-1.0,0.4706,90.0000,0.0482,0.0323,0.4825,0.4883,8.556,3.8520000000000003,0.0,4.704000000000001,0.0,8.556,0.1168770453482936
6.0,12.0,0.5188,90.0,0.048394,1.0,0.0,-1.0,0.4704,90.0000,0.0484,0.0325,0.4831,0.4881,8.664,3.9000000000000004,0.0,4.764,0.0,8.664,0.11542012927054479
6.0,12.0,0.5188,90.0,0.048594,1.0,0.0,-1.0,0.4702,90.0000,0.0486,0.0327,0.4837,0.4879,8.772,3.936,0.0,4.835999999999999,0.0,8.772,0.11399908800729594
6.0,12.0,0.5188,90.0,0.048794,1.0,0.0,-1.0,0.4700,90.0000,0.0488,0.0329,0.4842,0.4877,8.892,3.984,0.0,4.896,0.0,8.892,0.11246063877642826
6.0,12.0,0.5188,90.0,0.048994,1.0,0.0,-1.0,0.4698,90.0000,0.0490,0.0331,0.4848,0.4875,9.0,4.032,0.0,4.968,0.0,9.0,0.1111111111111111
6.0,12.0,0.5188,90.0,0.049194,1.0,0.0,-1.0,0.4696,90.0000,0.0492,0.0333,0.4854,0.4873,9.120000000000001,4.08,0.0,5.040000000000001,0.0,9.120000000000001,0.10964912280701754
6.0,12.0,0.5188,90.0,0.049394,1.0,0.0,-1.0,0.4694,90.0000,0.0494,0.0335,0.4860,0.4871,9.228,4.128,0.0,5.1,0.0,9.228,0.10836584308625921
6.0,12.0,0.5188,90.0,0.049594,1.0,0.0,-1.0,0.4692,90.0000,0.0496,0.0337,0.4866,0.4868,9.347999999999999,4.176,0.0,5.172,0.0,9.347999999999999,0.10697475395806591
6.0,12.0,0.5188,90.0,0.049794,1.0,0.0,-1.0,0.4690,90.0000,0.0498,0.0339,0.4872,0.4866,9.468,4.224,0.0,5.244,0.0,9.468,0.10561892691170258
6.0,12.0,0.5188,90.0,0.049994,1.0,0.0,-1.0,0.4688,90.0000,0.0500,0.0341,0.4877,0.4864,9.588000000000001,4.272,0.0,5.316,0.0,9.588000000000001,0.1042970379641218
6.0,12.0,0.5188,90.0,0.05,1.0,0.0,-1.0,0.4688,90.0000,0.0500,0.0341,0.4878,0.4864,9.588000000000001,4.272,0.0,5.316,0.0,9.588000000000001,0.1042970379641218
6.0,12.0,0.5188,90.0,0.06,1.0,0.0,-1.0,0.4588,90.0000,0.0600,0.0441,0.5169,0.4761,17.208,7.416,0.0,9.792,0.0,17.208,0.05811250581125059
6.0,12.0,0.5188,90.0,0.07,1.0,0.0,-1.0,0.4488,90.0000,0.0700,0.0541,0.5460,0.4657,29.159999999999997,12.576,0.0,16.584,0.0,29.159999999999997,0.03429355281207133
6.0,12.0,0.5188,90.0,0.08,1.0,0.0,-1.0,0.4388,90.0000,0.0800,0.0641,0.5752,0.4553,47.544000000000004,21.144,0.0,26.400000000000002,0.0,47.544000000000004,0.021033148241628805
6.0,12.0,0.5188,90.0,0.09,1.0,0.0,-1.0,0.4288,90.0000,0.0900,0.0741,0.6043,0.4449,75.336,35.292,0.0,40.044000000000004,0.0,75.336,0.013273866411808432
6.0,12.0,0.5188,90.0,0.1,1.0,0.0,-1.0,0.4188,90.0000,0.1000,0.0841,0.6335,0.4345,116.56800000000001,58.212,0.048,58.308,0.0,116.56800000000001,0.0085786836867751
6.0,12.0,0.5188,90.0,0.11,1.0,0.0,-1.0,0.4088,90.0000,0.1100,0.0941,0.6626,0.4242,175.944,93.924,0.156,81.876,0.0,175.944,0.005683626608466331
6.0,12.0,0.5188,90.0,0.12,1.0,0.0,-1.0,0.3988,90.0000,0.1200,0.1041,0.6917,0.4138,257.676,146.17200000000003,0.324,111.16799999999999,0.0,257.676,0.0038808426085471678
6.0,12.0,0.5188,90.0,0.13,1.0,0.0,-1.0,0.3888,90.0000,0.1300,0.1141,0.7209,0.4034,363.168,216.42000000000002,0.6000000000000001,146.148,0.0,363.168,0.0027535465679795574
6.0,12.0,0.5188,90.0,0.14,1.0,0.0,-1.0,0.3788,90.0000,0.1400,0.1241,0.7500,0.3930,488.964,301.812,1.032,186.12,0.0,488.964,0.0020451403375299614
6.0,12.0,0.5188,90.0,0.15,1.0,0.0,-1.0,0.3688,90.0000,0.1500,0.1341,0.7792,0.3827,627.12,395.60400000000004,1.956,229.56000000000003,0.0,627.12,0.0015945911468299527
6.0,12.0,0.5188,90.0,0.16,1.0,0.0,-1.0,0.3588,90.0000,0.1600,0.1441,0.8083,0.3723,766.8240000000001,489.7919999999999,3.024,274.008,0.0,766.8240000000001,0.001304080206148999
6.0,12.0,0.5188,90.0,0.17,1.0,0.0,-1.0,0.3488,90.0000,0.1700,0.1541,0.8375,0.3619,898.656,577.2959999999999,5.196,316.176,0.0,898.656,0.0011127728519032868
6.0,12.0,0.5188,90.0,0.18,1.0,0.0,-1.0,0.3388,90.0000,0.1800,0.1641,0.8666,0.3515,1011.828,652.092,7.596,352.14,0.0,1011.828,0.000988310266171721
6.0,12.0,0.5188,90.0,0.19,1.0,0.0,-1.0,0.3288,90.0000,0.1900,0.1741,0.8957,0.3412,1098.42,708.372,12.155999999999999,377.892,0.0,1098.42,0.0009103985724950382
6.0,12.0,0.5188,90.0,0.2,1.0,0.0,-1.0,0.3188,90.0000,0.2000,0.1841,0.9249,0.3308,1147.968,740.7120000000001,17.256,390.01200000000006,0.0,1147.968,0.0008711044210291575
