qvcenter,Q2center,nu,RL,RLerr,RT,RTerr,Chi2,num_points,Chi2/DOF,Ex,W2
0.3,,0.13022035427555212,45.89312671134462,2.9643435626728207,46.63352762644217,1.3466723826636091,1.0708304217059146,5.0,0.3569434739019715,0.1295202245901417,1.0516780481310206
0.3,,0.13488966039466022,44.86698244375406,6.547199682231519,46.00264794050644,2.698677197309744,5.692104675828929,4.0,2.8460523379144647,0.13420139605495995,1.0616780956653449
0.3,,0.14416784748304112,36.69980323323697,4.962744188175877,41.67570735268978,1.2760035599198816,5.984629842321123,6.0,1.4961574605802808,0.14350440068459436,1.0816781882998043
0.3,,0.1487772442118943,31.620176957124887,2.9709880738872303,38.827995235392606,2.3574510614889452,4.999965383681401,3.0,4.999965383681401,0.14812674033236703,1.091678233441139
0.3,,0.15336717781724107,31.455615167442623,5.780480249996088,36.425822351817196,1.6856950925313312,4.052714822917058,3.0,4.052714822917058,0.15272996693450502,1.1016782778248577
0.3,,0.15793789278928194,23.53605414163806,7.462433031479082,42.57253143842247,1.9303115020521742,3.1272039202213104,4.0,1.5636019601106552,0.1573143205837206,1.1116783214698747
0.3,,0.16248962854190285,18.654299354259265,7.659038608455984,43.35629731969343,3.4267501825364546,1.8138604450345903,3.0,1.8138604450345903,0.16188003638771373,1.1216783643944792
0.3,,0.1715370955355563,6.322433940784674,10.527688060654667,45.53528312659594,2.8927624036187223,0.1352902146233078,3.0,0.1352902146233078,0.17095647082277513,1.1416784481526405
0.3,,0.17603328151324682,17.720548243544968,6.786907539818228,40.388341323119626,2.336709405128531,1.8972966135592588,3.0,1.8972966135592588,0.17546763601143087,1.1516784890198792
0.3,,0.18497166115395836,28.757177050620335,17.355138269815676,38.715424072418124,6.85917951127971,3.0377861847517615,3.0,3.0377861847517615,0.18443694522056509,1.1716785688108708
0.38,,0.003183977002514382,33.8915988203752,1.7242576890848118,0.06337784961650089,0.09993083529360956,69.12223376804172,4.0,34.56111688402086,0.0017999689476886375,0.7419412395467129
0.38,,0.006783633089547436,18.861162623327637,1.0750931437872155,1.8572430277057077,0.08704888353463076,247.86698637342926,8.0,41.311164395571545,0.0053999689519773995,0.7487320397465516
0.38,,0.010383040824670786,26.959174791544786,1.4212968465919162,4.559584283528665,1.5059622213086086,154.64504500036088,4.0,77.32252250018044,0.008999968956260304,0.7555482837931394
0.38,,0.013982200259285094,28.69019330623985,1.3362628026213013,14.87835057344492,0.41604005192258847,152.81638498957625,8.0,25.46939749826271,0.012599968960541306,0.7623899664208511
0.38,,0.021179774432493303,45.02761226857432,2.341382048143389,5.145327238951371,2.806751361304008,68.22882245285467,3.0,68.22882245285467,0.019799968969106102,0.7761496263662089
0.38,,0.0247781892737855,32.15548416006283,2.2407857856325895,28.345295383769656,0.7157162977110689,39.10532970859692,7.0,7.821065941719384,0.02339996897338336,0.7830675931616526
0.38,,0.028376356019979454,40.40856652021588,2.4812305758372526,31.971678022747017,2.0101247623086165,0.020006041824631525,4.0,0.010003020912315762,0.026999968977659848,0.7900109774938411
0.38,,0.03197427472238701,27.840755905396495,2.7998548049018006,50.65370340864926,3.645731940403138,2.101286605555267,4.0,1.0506433027776334,0.03059996898193924,0.7969797741062191
0.38,,0.035571945432291585,36.70774788828668,3.478413691100888,42.29617668059934,0.9577767715548205,15.69023622445435,7.0,3.13804724489087,0.03419996898621446,0.803973977744023
0.38,,0.04276654307966865,41.48296505367857,6.915787822226166,59.64178566509661,2.27333457985187,3.162995316764342,3.0,3.162995316764342,0.04139996899475568,0.818038585085965
0.38,,0.04636347011964048,47.57460724894253,4.394411305885046,52.373250707521365,1.1890533011131323,10.085654662890846,7.0,2.0171309325781692,0.04499996899902839,0.8251089782896657
0.38,,0.052019605104280664,38.979070033068076,2.625370107765396,56.07358981629451,2.5393766539609937,16.20681377570831,3.0,16.20681377570831,0.05066143784934249,0.8362794437242228
0.38,,0.05605062776332553,53.8629151887343,3.457245889858471,65.07941344349834,1.9989931862305264,0.15359342009532215,5.0,0.05119780669844071,0.05469663615024275,0.8442794767284204
0.38,,0.06006537410107965,35.20585094545147,2.586112199473532,70.93472686313692,1.603066335201322,31.960107942305086,8.0,5.326684657050848,0.05871585088857969,0.8522795092027873
0.38,,0.06406403970270413,34.97826405183794,2.619396939170083,68.68227289343834,2.3238097667357707,15.783430052896971,4.0,7.891715026448486,0.06271927413162605,0.8602795411599802
0.38,,0.06804681626730191,51.30662379589702,2.7927595152504865,76.8030748122021,2.329167500385605,4.012060828957816,6.0,1.003015207239454,0.06670709413049147,0.8682795726122563
0.38,,0.07201389171516415,54.83408499502086,3.429835193717506,79.71113484091349,2.052363514813526,2.1194336348103198,6.0,0.5298584087025799,0.07067949542543997,0.8762796035714878
0.38,,0.07596545029124113,56.18336544319336,3.5667226577731035,79.75614513913862,2.7118232320360103,1.335481218302468,5.0,0.4451604061008227,0.07463665894749993,0.8842796340491785
0.38,,0.07990167266499815,60.130589230824526,4.211167803194671,82.22529213672364,1.9376483987615185,8.768990752755666,6.0,2.1922476881889166,0.07857876211652387,0.8922796640564762
0.38,,0.08382273602681056,61.28648098554344,4.308265376085406,85.9077899968445,3.1866242904339868,0.21758610996703434,4.0,0.10879305498351717,0.08250597893584989,0.9002796936041876
0.38,,0.08772881418104284,60.368728881889524,3.1328713439134446,86.46997826415704,2.7084974730375233,1.79072170425471,7.0,0.358144340850942,0.08641848008370653,0.9082797227027913
0.38,,0.09162007763594993,65.3141099691776,4.499442556608355,87.08442962707225,2.5126317112448304,0.17150692022259678,4.0,0.08575346011129839,0.09031643300149726,0.916279751362449
0.38,,0.09549669369053293,58.94366931140393,4.578391566315839,92.21086722496963,3.1581496703939616,0.7276329725199746,5.0,0.24254432417332486,0.09420000197909395,0.9242797795930182
0.38,,0.09935882651847405,63.16146141232433,3.985399273156529,87.57928038247431,2.780147224607954,1.7508016863039366,6.0,0.43770042157598416,0.09806934823726214,0.9322798074040648
0.38,,0.1032066372492697,62.80659760565731,3.4116282455944096,86.42095303146317,3.034035902836312,1.3505459628206746,4.0,0.6752729814103373,0.101924630007335,0.9402798348048704
0.38,,0.10704028404667565,64.96649846684132,4.928254125954023,89.98771493303548,2.6489943556159266,2.897733155155521,5.0,0.965911051718507,0.10576600260824748,0.948279861804446
0.38,,0.11085992218457263,67.37085824198103,4.295402626588188,89.12786409510791,2.711681571887306,1.949992956570415,7.0,0.389998591314083,0.10959361852103751,0.9562798884115407
0.38,,0.11466570412035393,64.31475011591807,4.327615250544238,86.52861333647546,2.816135564667587,2.7697005662838325,5.0,0.9232335220946108,0.11340762746091353,0.9642799146346503
0.38,,0.1184577795659345,68.95180400329019,3.3256178860665253,82.15299997053317,2.400297846931759,3.039817140860232,6.0,0.759954285215058,0.11720817644698653,0.9722799404820278
0.38,,0.12223629555647508,59.86013047510387,4.200290237878837,87.27526270752377,2.543914179135023,4.318750982142852,7.0,0.8637501964285704,0.12099540986975808,0.980279965961691
0.38,,0.12600139651690945,54.026132389507815,8.088569392657979,92.54584766104502,9.02476786417643,0.020006041824630536,4.0,0.010003020912315268,0.12476946955645103,0.9882799910814319
0.38,,0.12975322432636127,62.13817302280952,3.8029604238475194,79.12952486133001,2.2649024711127663,2.5447215187153436,6.0,0.6361803796788359,0.12853049483426776,0.9962800158488231
0.38,,0.13349191838053098,61.65376773741526,4.228816509735557,82.26318644676526,2.129480929209699,0.8981861610706148,7.0,0.17963723221412295,0.132278622591655,1.0042800402712262
0.38,,0.13721761565213098,54.63194155603146,3.993863386624322,81.48397372125459,3.770392837896922,0.48985707196026584,5.0,0.16328569065342194,0.1360139873376519,1.0122800643557999
0.38,,0.14093045074944288,55.45243621201307,4.147630112290994,73.39343479832154,3.1304443846803514,5.907933611582059,5.0,1.9693112038606861,0.13973672125939443,1.020280088109505
0.38,,0.1446305559730673,54.41889977732256,4.349664092845403,76.5877466102238,2.7364221992014537,0.5097768685077859,5.0,0.16992562283592863,0.14344695427784396,1.0282801115391142
0.38,,0.14831806137093473,50.820409545141935,3.670567868948365,70.26397592147866,2.0761484417184404,2.565392834725444,7.0,0.5130785669450888,0.14714481410180916,1.0362801346512145
0.38,,0.1519930947916418,47.45979216576952,2.9684090519001076,65.74074811401151,2.3616874214432535,11.36244225728322,7.0,2.272488451456644,0.1508304262803227,1.0442801574522174
0.38,,0.15930624640807645,42.730582857268175,3.3465144617699236,65.80920125651606,1.6437598607386879,1.6076119807735352,8.0,0.2679353301289225,0.1581653994014765,1.060280202145721
0.38,,0.16294460976212544,41.35156990963253,3.6728313098178167,62.50751107704282,2.315288736377136,2.181635589994435,6.0,0.5454088974986088,0.16181500109286603,1.068280224050209
0.38,,0.16657099155155974,40.88486635699522,3.4943791738369288,54.29804369826578,2.7236365718976123,4.356641090736018,4.0,2.178320545368009,0.16545283673048036,1.0762802456675828
0.38,,0.17018550937391963,33.37594188018132,5.614497022674631,63.938955314929515,7.387912948061122,0.004463759639393377,3.0,0.004463759639393377,0.16907902179667486,1.084280267003452
0.38,,0.1737882789155456,31.51084735271905,2.7676537782395823,59.10037896096938,1.6201002425742126,5.909486843506856,8.0,0.9849144739178093,0.17269366989698076,1.0922802880632791
0.38,,0.17737941399478296,34.23783091018954,2.8511033645320585,54.83911175990192,1.7864545308482493,6.246019460189298,7.0,1.2492038920378596,0.17629689280253247,1.1002803088523867
0.38,,0.1809590266039396,31.628206626135615,3.2034389323627077,48.97025981630342,3.6383798598499806,3.1388452139657295,5.0,1.0462817379885765,0.17988880049127087,1.1082803293759618
0.38,,0.1845272269500392,36.34419325597778,22.560683037763244,50.862826488851596,12.182151853186861,0.020006041824631168,4.0,0.010003020912315584,0.18346950118796343,1.1162803496390596
0.38,,0.1880841234944125,24.129757018924312,2.2055491386830104,57.48127246542948,1.6376436467052713,9.00423092902406,9.0,1.2863187041462942,0.18703910140308339,1.1242803696466073
0.38,,0.19162982299116726,24.872899916052006,2.876407379060891,53.61830238011118,2.901580861257295,1.3844148734944506,5.0,0.4614716244981502,0.19059770597058784,1.1322803894034092
0.38,,0.19516443052457433,22.52848786605353,5.566443808888507,57.336084285063514,6.179031655191853,0.02000604182463105,4.0,0.010003020912315525,0.1941454180846313,1.1402804089141494
0.38,,0.1986880495454083,23.33282122882165,2.196433359676935,52.82100505773187,2.19556115384882,7.777253984792502,8.0,1.296208997465417,0.1976823393352528,1.1482804281833965
0.38,,0.20220078190627722,13.037028204077064,5.688550814477082,57.56817474833334,1.8965977437166865,5.707272635467362,6.0,1.4268181588668405,0.2012085697430702,1.1562804472156067
0.38,,0.20570272789597555,19.791982591238806,2.9662944409636776,55.837783295561216,2.814694331552306,2.5522938395201686,4.0,1.2761469197600843,0.20472420779301503,1.1642804660151271
0.38,,0.20919398627289443,20.543969424906784,3.1789772182720566,55.84197100198363,3.104085543480733,0.8526937624846298,5.0,0.28423125416154327,0.20822935046714222,1.172280484586199
0.38,,0.21267465429751886,16.951659501801608,6.589819668603066,60.41374572990063,2.0390585911307966,13.679899895134753,8.0,2.2799833158557923,0.21172409327654235,1.180280502932961
0.38,,0.219604601031136,5.758401306971723,7.75016283565655,65.35830743223545,3.0857408924560317,0.25349686339291155,4.0,0.12674843169645578,0.21868275417614938,1.1962805389696187
0.38,,0.22305406705187347,18.347280417888935,4.053121648536081,62.34249020388293,3.189392472124063,7.472112404126112,5.0,2.490704134708704,0.2221468562089808,1.2042805566673067
0.38,,0.22649331740288414,13.533952981600597,2.9197144965520043,66.29692341173727,2.5962369324399215,12.209820718356863,6.0,3.0524551795892156,0.22560092632034978,1.2122805741562763
0.38,,0.2299224423127143,4.221787085292567,10.571445786346725,71.68214065717108,4.252856947630396,0.4185512748997385,4.0,0.20927563744986924,0.229045053115888,1.2202805914401984
0.38,,0.23334153068944885,12.134433848910863,4.289181593570207,74.37413116703885,4.48324078349911,0.18943053722443295,5.0,0.06314351240814432,0.2324793239045161,1.2282806085226574
0.38,,0.2401499470343469,15.220419345618287,3.9684003199011215,72.98132858121336,3.4832063458609532,2.0148960427707956,5.0,0.6716320142569319,0.23931864037096334,1.244280642097115
0.38,,0.2435394464549685,14.317998599988735,7.447173422828408,76.38807584741748,6.625572973854808,1.9402587276744365,3.0,1.9402587276744365,0.24272385441737307,1.2522806585958777
0.38,,0.246919252297791,6.095783810883952,7.973153125213045,90.09235570968487,6.114307940609735,2.2489351773307957,3.0,2.2489351773307957,0.24611954924352797,1.2602806749067106
0.38,,0.2502894472583703,17.529771107109116,5.53486533696059,79.46840257752025,4.839381316676562,0.17777524912811354,4.0,0.08888762456405677,0.24950580605756148,1.2682806910328064
0.38,,0.25700132949227206,-13.453453252216097,11.080845551376566,116.31911893008422,11.033873115595245,0.039548682118997314,4.0,0.019774341059498657,0.25625032476377746,1.2842807227432007
0.38,,0.2636757317482388,8.501391411970634,9.220976199286055,101.3912758367719,7.081849935676956,0.020006041824630904,4.0,0.010003020912315452,0.26295803764140774,1.3002807537511996
0.38,,0.2703132749840764,8.846405142311436,35.424659826450025,101.81928613567523,12.298234230077359,1.8750956231111913,3.0,1.8750956231111913,0.2696295544792497,1.3162807840798856
0.38,,0.2736184138636448,4.4657388082186555,10.487750441418575,107.73957808613861,8.683436187270791,0.06512282708754763,3.0,0.06512282708754763,0.2729519253708623,1.324280798996424
0.38,,0.2834801840706195,-37.95011031876981,30.84426219097952,148.1340153560294,25.625653130663412,0.02000604182463148,4.0,0.01000302091231574,0.28286635654846454,1.348280842786697
0.38,,0.2900107095745408,-12.608463698790331,19.95743860549735,129.2485275544903,14.081843044070956,0.020006041824630526,4.0,0.010003020912315263,0.2894327805746524,1.364280871206195
0.38,,0.2965066965569294,-7.0233451923902015,21.971330525101422,128.78919838440385,15.364791180814345,0.02000604182463145,4.0,0.010003020912315724,0.2959652873214039,1.3802808990292228
0.475,,0.003962482865674133,0.28995548208312893,0.11026004210337344,0.29215361126251843,0.030310903553668004,106.87820686445906,5.0,35.62606895481969,0.001799968948615515,0.6621827051711102
0.475,,0.011161439269869788,1.6045899030890525,0.6219554925937761,5.577577140534531,0.2624537510100794,15.532096098745884,3.0,15.532096098745884,0.00899996895718791,0.6758007544716921
0.475,,0.014760545012173054,0.7034483924098875,0.5457834273799324,6.355842763713719,0.3451341341702218,294.5723222332016,6.0,73.6430805583004,0.01259996896146711,0.6826479379184697
0.475,,0.021958011834083635,16.920488112192302,2.3149395988929595,15.568803027721994,0.6387853472602157,29.2825268472263,3.0,29.2825268472263,0.019799968970028933,0.6964185960879081
0.475,,0.02555637301638214,4.162598990942214,0.7275284287172914,11.766033756623184,0.3321181535183699,686.4003944084884,10.0,85.80004930106105,0.023399968974305574,0.7033420602891524
0.475,,0.03275235118028519,12.817314281797403,2.4188447974481178,20.77388661069198,0.6656234902712831,1.457071220616886,4.0,0.728535610308443,0.03059996898285976,0.7172652326347962
0.475,,0.03634996826448145,6.826799887953584,1.3522469979339262,24.292719793354212,0.6966163553094995,5.16357398663396,7.0,1.032714797326792,0.034199968987138014,0.7242649302686683
0.475,,0.04354445869369172,14.236890774264133,1.6355819148729036,28.680387614691696,0.8855847238195302,19.115061654891736,8.0,3.185843609148623,0.04139996899568016,0.7383405221957391
0.475,,0.0580296882606694,9.589320977215628,1.7694616732612805,46.74735684693714,0.8734789708341879,61.2807533089361,16.0,4.377196664924007,0.055899301529396365,0.7669940466354367
0.475,,0.073962674342958,20.605355616092023,2.269956937905805,55.78419761438745,0.9130674027533302,38.76406479157983,16.0,2.7688617708271304,0.07185244563275814,0.798996060412543
0.475,,0.08964866637339253,31.197207909674855,2.4836836849335917,66.63182768326341,1.22135261507965,41.88601578200359,14.0,3.490501315166966,0.08756303722148448,0.8309979521998522
0.475,,0.10509880945090044,35.68113357782149,3.0186957657943605,77.41511618952639,1.2557431669790866,19.369668366289385,17.0,1.2913112244192924,0.10304202102963461,0.8629997327568462
0.475,,0.12032343472560802,36.002436360236295,3.602179345159462,85.46386779726232,1.667400911745586,9.931607414447898,15.0,0.7639698011113768,0.11829954247126186,0.8950014116137687
0.475,,0.13533214028310458,42.44923741877227,3.3803975269722977,86.19041719431463,1.8077068753874574,6.807613042465416,15.0,0.5236625417281089,0.13334502707144066,0.9270029972423048
0.475,,0.15013386197698597,43.33717719077001,4.176637361241312,86.00237531176724,1.7708865590351128,5.726719379053685,12.0,0.5726719379053685,0.14818725002610886,0.9590044971985898
0.475,,0.16473693569579462,42.89271952395372,4.238693169578764,84.53006359969635,1.8023340446166929,4.799754683516821,13.0,0.4363413348651655,0.1628343973501604,0.991005918243641
0.475,,0.17914915229754047,41.8839423162815,3.5945311827831787,78.1874334516065,1.7183321870512787,6.520089365450946,13.0,0.592735396859177,0.17729411982483043,1.0230072664452678
0.475,,0.1933778062404662,40.88173394040445,4.401283264227856,73.95396685268726,1.7175528605579975,6.548783021545738,12.0,0.6548783021545738,0.1915735807545645,1.055008547264697
0.475,,0.2074297387723777,33.74687543530739,5.155377004920667,69.99579096443068,1.9356607610834637,9.006261241212327,10.0,1.1257826551515409,0.20567949838020716,1.087009765630527
0.475,,0.22131137640480347,23.848261502479257,4.288064526424683,65.96531828205896,1.7073729723368258,4.427774769027374,10.0,0.5534718461284217,0.21961818366173033,1.119010926002117
0.475,,0.2350287652863794,24.530210435355656,6.094083421207674,64.67665983350432,2.3384115098772678,5.200586653201451,6.0,1.3001466633003627,0.23339557403386346,1.1510120324241342
0.475,,0.24858760199741448,16.374305591748424,2.804213420160749,69.06290308524422,1.7358165985509104,12.361785315832163,10.0,1.5452231644790204,0.24701726364720603,1.1830130885736652
0.475,,0.2619932612108391,10.780701527034324,2.805765270319668,76.54015286985727,2.4516972268973785,10.5161772139122,9.0,1.5023110305588858,0.26048853053202686,1.2150140978010462
0.475,,0.27525082060072115,13.612299773676831,3.209338705081738,79.99055648151813,2.667836510460723,11.576662069427439,9.0,1.6538088670610627,0.2738143610590886,1.2470150631653711
0.475,,0.28836508332591115,12.932744104089283,4.495739304564789,90.09346633112912,3.053512208685066,14.352254005643466,8.0,2.392042334273911,0.28699947201917436,1.279015987465465
0.475,,0.3013405983712777,15.370442160547174,5.005979980254654,97.3094697967237,4.46240182873138,15.125574859134364,8.0,2.520929143189061,0.3000483305987029,1.3110168732669876
0.475,,0.31418167899090865,9.764422221108841,5.439250763141438,115.73180386240055,5.065071230296161,6.7910162710645,7.0,1.3582032542129,0.31296517249141836,1.3430177229262203
0.475,,0.32689241946537473,-1.3221248621805681,7.8673635770840455,132.41402690481866,7.249564577069342,5.363680865432132,8.0,0.8939468109053553,0.3257540183544398,1.3750185386109977
0.475,,0.3394767103576969,4.887124370552502,12.134308501428691,136.11975944675902,10.65663612743102,9.650850520936292,8.0,1.6084750868227153,0.3384186887899949,1.4070193223191785
0.475,,0.35193825242922305,17.0402636386952,12.740627772034584,132.17430619257794,10.090006856736343,5.821456053469403,7.0,1.1642912106938805,0.3509628180111474,1.4390200758949845
0.475,,0.36428056935655073,-19.628738105094346,20.80627110358843,165.29735825700266,15.83346803277224,23.07995638407689,9.0,3.2971366262966986,0.3633898663301177,1.4710208010434906
0.475,,0.37650701937339537,3.7262513910444426,23.162889598781216,150.1165206027621,15.644454857933642,15.053286314834615,6.0,3.763321578708654,0.3757031315908715,1.503021499343506
0.475,,0.3886208059464479,-10.968454082168705,26.355264291842833,154.01825102645853,15.895328590483642,29.011341090315035,6.0,7.252835272578759,0.3879057596530593,1.5350221722590498
0.57,,0.015711839498568025,-0.7287982519011589,0.12823165478747028,1.506697498145012,0.08949311649307727,79.83654520410701,4.0,39.918272602053506,0.012599968962599049,0.5851870739931087
0.57,,0.02650747072220838,0.4441728742707308,0.2762614123515251,3.0844174680024667,0.19935207568667218,89.15111767736306,4.0,44.57555883868153,0.023399968975437765,0.6059013566869661
0.57,,0.03370331776688573,4.234766870420125,0.367374648700591,2.355051810978145,0.22150656176674643,20.422364721632036,3.0,20.422364721632036,0.03059996898399057,0.6198379622996741
0.57,,0.04449522870309508,1.374500531011903,0.592405307090082,8.904009721052113,0.49910906968968116,11.505905592913376,4.0,5.752952796456688,0.041399968996811226,0.640933391348219
0.57,,0.06495178373107352,2.402843775825217,0.4376369173803126,16.698589938835568,0.30031504539744086,407.4575410742285,20.0,22.636530059679362,0.06187798445012048,0.6815599666922592
0.57,,0.09442857675584959,8.329384102424312,0.6434214834072455,36.06998534580282,0.5036843458544872,306.7689976519778,29.0,11.36181472785103,0.09139980903075397,0.741572546634018
0.57,,0.12308640470969567,14.395568044643896,1.06427902555592,54.25150341491919,0.9063428815230088,83.0425180963122,22.0,4.15212590481561,0.12011738649640796,0.8015837859657196
0.57,,0.15099000229866144,20.123255163572715,1.7652949796489221,70.00240212630949,1.4885237251380508,30.78298246456971,14.0,2.5652485387141426,0.1480942891140407,0.8615938881766938
0.57,,0.17819599533789465,26.89564631703393,1.7608535011876258,74.31720727389371,1.3949960581563798,29.768411290615912,18.0,1.8605257056634945,0.17538612573934098,0.9216030175508079
0.57,,0.2047542560948462,26.841602063021895,2.2031525371516127,78.30711168728709,1.7620052933762584,6.99928744934389,15.0,0.5384067268726069,0.20204187286759587,0.9816113081757133
0.57,,0.23070898043281396,27.90271149351576,2.5458264460284097,73.30231561179846,2.5682624095304893,2.921738685904565,9.0,0.4173912408435093,0.22810493246613306,1.041618870576624
0.57,,0.2560995535504713,22.83043858786322,2.4828082511620164,69.68062269515947,2.2788357454091956,7.837977740811072,12.0,0.7837977740811072,0.25361398218923364,1.1016257966746736
