Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu_fit,Ex,W2,q2,sigtot,sigqe,sigie,sigmec,nuccstot,signonuc,sigtot_shifted,qe_shifted,ratio
26,56,0.2004,90.0,0.13513,13088.088,2737.185126,Altemus:1973,0.0653,90.0000,0.1351,0.1326,1.1078,0.0262,5333.068,2925.4159999999997,1638.1039999999998,769.4959999999999,0.0,5333.068,4193.1759999999995,2555.0199999999995,3.121282769909968
26,56,0.2497,90.0,0.00557,5664.50185,175.412735,Altemus:1973,0.2441,90.0000,0.0056,0.0016,0.7689,0.1219,0.156,0.0,0.0,0.0,0.156,0.0,0.156,0.0,36310.909294871795
26,56,0.2497,90.0,0.00846,8305.75235,259.5993176,Altemus:1973,0.2412,90.0000,0.0085,0.0045,0.7758,0.1205,0.832,0.0,0.0,0.0,0.832,0.0,0.832,0.0,9982.875420673077
26,56,0.2497,90.0,0.01298,11250.785,359.9238624,Altemus:1973,0.2367,90.0000,0.0130,0.0091,0.7865,0.1182,684.424,0.0,0.0,0.0,684.424,0.0,684.424,0.0,16.43832624221243
26,56,0.2497,90.0,0.0232,16698.7065,523.6934162,Altemus:1973,0.2265,90.0000,0.0232,0.0193,0.8108,0.1131,5643.351999999999,1771.6919999999998,0.0,486.66799999999995,3384.9919999999997,2258.36,13852.332,10467.34,1.205479806576972
26,56,0.2497,90.0,0.03343,21914.382,680.1717062,Altemus:1973,0.2163,90.0000,0.0334,0.0295,0.8351,0.1080,16893.188000000002,11851.215999999999,0.0,3138.564,1903.408,14989.779999999999,21980.296000000002,20076.888,0.9970012232774299
26,56,0.2497,90.0,0.04366,26790.4525,826.5740453,Altemus:1973,0.2060,90.0000,0.0437,0.0397,0.8594,0.1029,26061.151999999995,18265.051999999996,0.0,5097.248,2698.852,23362.248,30145.231999999996,27446.379999999997,0.8887127655876061
26,56,0.2497,90.0,0.05391,32057.6165,984.5534516,Altemus:1973,0.1958,90.0000,0.0539,0.05,0.8837,0.0978,31090.019999999997,23299.588,6.552,6552.624000000001,1231.3599999999997,29858.711999999996,33688.19999999999,32450.391999999996,0.9515977849810916
26,56,0.2497,90.0,0.06417,33907.916,1041.996154,Altemus:1973,0.1855,90.0000,0.0642,0.0602,0.9081,0.0927,33825.324,26501.176000000003,20.54,7165.86,137.748,33687.576,34588.007999999994,34429.72,0.9803373469787564
26,56,0.2497,90.0,0.07442,36256.668,1114.140793,Altemus:1973,0.1753,90.0000,0.0744,0.0705,0.9325,0.0875,34325.46,27387.307999999994,34.267999999999994,6900.348,3.587999999999999,34321.871999999996,33216.56,33178.755999999994,1.0915238664088034
26,56,0.2497,90.0,0.08469,36179.983,1115.095255,Altemus:1973,0.1650,90.0000,0.0847,0.0808,0.9569,0.0824,31892.587999999996,25844.78,68.06799999999998,5979.74,0.0,31892.535999999996,29384.627999999993,29316.559999999998,1.231255437366776
26,56,0.2497,90.0,0.09492,34420.61,1143.242503,Altemus:1973,0.1548,90.0000,0.0949,0.091,0.9812,0.0773,27384.344,22491.56,123.29199999999999,4769.544,0.0,27384.344,24275.784000000003,24152.544,1.41789900585703
26,56,0.2497,90.0,0.10521,26609.695,871.4339958,Altemus:1973,0.1445,90.0000,0.1052,0.1013,1.0056,0.0722,22119.604,18312.996,209.24799999999996,3597.36,0.0,22119.604,19098.508,18889.26,1.393286585528042
26,56,0.2497,90.0,0.12109,18848.0775,715.4592538,Altemus:1973,0.1286,90.0000,0.1211,0.1172,1.0434,0.0642,14938.092,12155.572,471.01599999999996,2311.504,0.0,14938.092,12658.984,12187.967999999999,1.4889091810211623
26,56,0.2497,90.0,0.13085,15502.4205,571.7102787,Altemus:1973,0.1189,90.0000,0.1308,0.1269,1.0665,0.0594,11623.351999999999,9054.344,706.6799999999998,1862.328,0.0,11623.351999999999,9828.104,9121.423999999999,1.5773561716481634
26,56,0.2497,90.0,0.14158,13132.854,575.1999293,Altemus:1973,0.1081,90.0000,0.1416,0.1377,1.0920,0.0540,8994.804,6322.524,1104.74,1567.54,0.0,8994.804,7637.031999999999,6532.2919999999995,1.7196279916072108
26,56,0.2497,90.0,0.15142,11066.741,530.7072202,Altemus:1973,0.0983,90.0000,0.1514,0.1475,1.1154,0.0491,7324.564,4381.52,1555.424,1387.6199999999997,0.0,7324.564,6275.879999999999,4720.455999999998,1.7633767694729665
26,56,0.2497,90.0,0.15759,10102.15325,586.5695,Altemus:1973,0.0921,90.0000,0.1576,0.1537,1.1301,0.0460,6628.284,3403.92,1935.1799999999996,1289.184,0.0,6628.284,5736.7959999999985,3801.6159999999995,1.7609399480127936
26,56,0.2497,90.0,0.16376,8876.50785,704.310096,Altemus:1973,0.0859,90.0000,0.1638,0.1598,1.1447,0.0429,6149.364,2587.988,2370.9919999999997,1190.436,0.0,6149.364,5393.388,3022.448,1.6458129565312194
26,56,0.2497,90.0,0.1699,9387.3395,939.5549805,Altemus:1973,0.0798,90.0000,0.1699,0.166,1.1593,0.0399,5869.2919999999995,1918.9039999999998,2863.0679999999998,1087.3719999999998,0.0,5869.2919999999995,5230.836,2367.8199999999997,1.794615526084167
26,56,0.2497,90.0,0.17617,10512.08935,1310.81281,Altemus:1973,0.0735,90.0000,0.1762,0.1722,1.1742,0.0367,5811.6759999999995,1366.0919999999999,3470.064,975.5199999999999,0.0,5811.6759999999995,5279.04,1808.9759999999999,1.9912880656331455
26,56,0.2497,90.0,0.18233,10798.23395,1852.834057,Altemus:1973,0.0674,90.0000,0.1823,0.1784,1.1889,0.0336,5873.764,936.26,4077.736,859.82,0.0,5873.764,5433.4800000000005,1355.7959999999998,1.9873513751776024
26,56,0.2497,90.0,0.1885,14382.8195,2696.594383,Altemus:1973,0.0612,90.0000,0.1885,0.1846,1.2035,0.0306,6090.603999999999,604.3439999999999,4746.040000000001,740.1679999999999,0.0,6090.603999999999,5733.052,986.9599999999999,2.508754412135107
26,56,0.2988,90.0,0.01174,3118.29274,107.9901404,Altemus:1973,0.2871,90.0000,0.0117,0.0062,0.7308,0.1715,282.412,0.0,0.0,0.0,282.412,0.0,282.412,0.0,11.041643910315425
26,56,0.2988,90.0,0.02222,5824.09212,166.2302655,Altemus:1973,0.2766,90.0000,0.0222,0.0167,0.7568,0.1653,2750.696,0.0,0.0,0.0,2750.696,0.0,5460.624000000001,2709.928,1.0665616457020295
26,56,0.2988,90.0,0.03271,8743.16462,186.2949594,Altemus:1973,0.2661,90.0000,0.0327,0.0272,0.7827,0.1590,6042.816,4293.588,0.0,1388.2959999999998,360.93199999999996,5681.883999999999,8532.212,8171.279999999999,1.0247242590784196
26,56,0.2988,90.0,0.04324,11334.2677,224.0923804,Altemus:1973,0.2556,90.0000,0.0432,0.0377,0.8088,0.1527,11115.987999999998,7445.099999999999,0.0,2667.132,1003.7560000000001,10112.232,13682.707999999997,12678.952,0.8283643632532393
26,56,0.2988,90.0,0.05377,14083.879,271.1078261,Altemus:1973,0.2450,90.0000,0.0538,0.0482,0.8348,0.1464,15266.003999999999,10504.936,5.772,4053.9719999999993,701.324,14564.68,17606.679999999997,16899.583999999995,0.7999167929444962
26,56,0.2988,90.0,0.06431,16941.9868,323.2094032,Altemus:1973,0.2345,90.0000,0.0643,0.0588,0.8609,0.1401,18630.352,13235.091999999999,13.104,5276.076,106.08,18524.272,20483.631999999998,20364.447999999997,0.8270987684215377
26,56,0.2988,90.0,0.07486,19047.8522,359.7617868,Altemus:1973,0.2239,90.0000,0.0749,0.0693,0.8870,0.1338,21542.144,15430.375999999998,23.971999999999998,6084.415999999999,3.432,21538.764,22659.936,22632.584,0.8405960281617741
26,56,0.2988,90.0,0.08544,20086.3187,381.2090857,Altemus:1973,0.2134,90.0000,0.0854,0.0799,0.9132,0.1275,23183.368,16818.412,40.403999999999996,6324.552000000001,0.0,23183.368,23367.656,23327.252,0.8595778155926295
26,56,0.2988,90.0,0.0945,21333.5118,402.6713879,Altemus:1973,0.2043,90.0000,0.0945,0.089,0.9356,0.1221,23272.548,17140.239999999998,66.09199999999998,6066.215999999999,0.0,23272.548,22632.22,22566.127999999997,0.9426168444810098
26,56,0.2988,90.0,0.10661,21280.8135,408.6884848,Altemus:1973,0.1922,90.0000,0.1066,0.1011,0.9656,0.1149,21545.575999999997,16219.735999999997,118.92399999999999,5206.915999999999,0.0,21545.575999999997,20056.035999999996,19937.111999999997,1.0610677753071447
26,56,0.2988,90.0,0.11531,20332.2441,390.0784125,Altemus:1973,0.1835,90.0000,0.1153,0.1098,0.9871,0.1097,19359.443999999996,14781.571999999996,178.048,4399.772,0.0,19359.443999999996,17568.303999999993,17390.203999999998,1.1573253798431544
26,56,0.2988,90.0,0.12778,17752.094,362.3949029,Altemus:1973,0.1710,90.0000,0.1278,0.1222,1.0179,0.1022,15727.399999999998,12138.62,327.3399999999999,3261.4919999999993,0.0,15727.399999999998,13932.515999999996,13605.228,1.2741484739726843
26,56,0.2988,90.0,0.13382,16024.4164,401.2640803,Altemus:1973,0.1650,90.0000,0.1338,0.1283,1.0329,0.0986,14001.467999999999,10798.423999999999,407.888,2795.104,0.0,14001.467999999999,12326.131999999998,11918.192,1.30003608593515
26,56,0.2988,90.0,0.13838,15039.6815,323.9253849,Altemus:1973,0.1604,90.0000,0.1384,0.1328,1.0442,0.0959,12809.628,9811.256000000001,502.6839999999999,2495.6879999999996,0.0,12809.628,11251.447999999999,10748.764,1.3366885311117291
26,56,0.2988,90.0,0.14901,12519.4628,288.2743732,Altemus:1973,0.1498,90.0000,0.1490,0.1435,1.0705,0.0895,10404.367999999999,7680.5560000000005,742.456,1981.3559999999995,0.0,10404.367999999999,9147.059999999998,8404.604,1.3686870754100227
26,56,0.2988,90.0,0.15962,10806.2514,266.5339272,Altemus:1973,0.1392,90.0000,0.1596,0.1541,1.0967,0.0832,8614.06,5860.451999999998,1065.168,1688.3880000000001,0.0,8614.06,7630.220000000001,6565.0,1.416243751818427
26,56,0.2988,90.0,0.17024,9197.4033,249.079136,Altemus:1973,0.1286,90.0000,0.1702,0.1647,1.1230,0.0768,7390.552000000001,4359.2119999999995,1494.272,1537.1199999999997,0.0,7390.552000000001,6621.42,5127.199999999999,1.3890378951946862
26,56,0.2988,90.0,0.18085,8676.20678,252.0304462,Altemus:1973,0.1179,90.0000,0.1809,0.1753,1.1492,0.0705,6702.487999999999,3153.4880000000003,2100.4359999999997,1448.5639999999999,0.0,6702.487999999999,6091.851999999999,3991.4159999999997,1.4242313798825057
26,56,0.2988,90.0,0.19146,8136.10087,273.903528,Altemus:1973,0.1073,90.0000,0.1915,0.1859,1.1755,0.0641,6379.568,2203.708,2808.884,1366.9759999999999,0.0,6379.568,5886.348000000002,3077.464,1.3821984140251302
26,56,0.2988,90.0,0.20415,8576.18334,374.6159125,Altemus:1973,0.0947,90.0000,0.2041,0.1986,1.2069,0.0566,6513.883999999999,1351.2199999999998,3923.3479999999995,1239.3159999999998,0.0,6513.883999999999,6126.639999999999,2203.292,1.3998183898515337
26,56,0.2988,90.0,0.213,9132.92538,507.4414159,Altemus:1973,0.0858,90.0000,0.2130,0.2075,1.2288,0.0513,6875.804,910.78,4841.564,1123.4080000000001,0.0,6875.804,6548.464,1706.848,1.3946668073612378
26,56,0.2988,90.0,0.22184,10034.47963,867.3905744,Altemus:1973,0.0770,90.0000,0.2218,0.2163,1.2507,0.0460,7443.955999999998,577.6159999999999,5879.276,987.0639999999999,0.0,7443.955999999998,7168.823999999999,1289.5479999999998,1.3997385945030876
26,56,0.2988,90.0,0.22745,11392.1325,1077.08546,Altemus:1973,0.0713,90.0000,0.2275,0.2219,1.2645,0.0426,7895.003999999999,414.492,6588.608,891.956,0.0,7895.003999999999,7650.187999999998,1061.632,1.4891310514199132
26,56,0.2988,90.0,0.23414,12264.2377,1669.250998,Altemus:1973,0.0647,90.0000,0.2341,0.2286,1.2811,0.0386,8527.116,262.85999999999996,7491.691999999999,772.5640000000001,0.0,8527.116,8316.204,824.512,1.4747398813208525
26,56,0.3208,90.0,0.02332,3828.57426,127.7395141,Altemus:1973,0.2975,90.0000,0.0233,0.017,0.7333,0.1909,1224.6,0.0,0.0,0.0,1224.6,0.0,3031.028,1806.4279999999999,1.2631273152211064
26,56,0.3208,90.0,0.03415,6233.14062,178.2591423,Altemus:1973,0.2866,90.0000,0.0341,0.0278,0.7605,0.1839,4081.896,2873.9879999999994,0.0,1010.5680000000001,197.392,3884.556,5795.920000000001,5598.58,1.0754359307926953
26,56,0.3208,90.0,0.04428,8221.2298,219.2440914,Altemus:1973,0.2765,90.0000,0.0443,0.0379,0.7860,0.1774,7445.62,4949.9839999999995,0.0,1916.0959999999998,579.54,6866.08,9364.003999999999,8784.464,0.8779609449120269
26,56,0.3208,90.0,0.05501,10902.5273,271.7601727,Altemus:1973,0.2658,90.0000,0.0550,0.0486,0.8131,0.1705,10735.088,7274.852,5.148,3044.392,410.696,10324.391999999998,12651.756,12235.912,0.8617402438048916
26,56,0.3208,90.0,0.06528,12996.5941,318.2705181,Altemus:1973,0.2555,90.0000,0.0653,0.0589,0.8389,0.1639,13624.208,9419.904,12.323999999999998,4125.679999999999,66.3,13557.907999999998,15339.375999999998,15260.751999999997,0.8472700649622255
26,56,0.3208,90.0,0.07599,14640.4153,354.5539205,Altemus:1973,0.2448,90.0000,0.0760,0.0696,0.8659,0.1571,16493.307999999997,11408.435999999998,22.619999999999997,5060.119999999999,2.0799999999999996,16491.228,17803.864,17779.112,0.8223167341651227
26,56,0.3208,90.0,0.0865,16393.6122,425.0235207,Altemus:1973,0.2343,90.0000,0.0865,0.0801,0.8923,0.1503,18599.724,12946.387999999997,38.11599999999999,5615.219999999999,0.0,18599.724,19325.488,19287.372,0.8482896887261009
26,56,0.3208,90.0,0.09706,17386.4887,435.416321,Altemus:1973,0.2237,90.0000,0.0971,0.0907,0.9189,0.1436,19633.64,13860.443999999996,60.73599999999999,5712.459999999998,0.0,19633.64,19638.996000000006,19578.260000000002,0.8853043556809114
26,56,0.3208,90.0,0.1075,17713.5539,458.6901666,Altemus:1973,0.2133,90.0000,0.1075,0.1011,0.9452,0.1369,19406.452,13950.975999999999,93.96399999999998,5361.512000000001,0.0,19406.452,18709.079999999998,18615.115999999998,0.946789147301738
26,56,0.3208,90.0,0.11817,17842.0438,480.1053391,Altemus:1973,0.2026,90.0000,0.1182,0.1118,0.9721,0.1300,18005.676,13181.583999999999,166.192,4657.847999999999,0.0,18005.676,16779.568000000003,16613.324,1.0633196158566178
26,56,0.3208,90.0,0.12874,16787.5771,468.5084453,Altemus:1973,0.1921,90.0000,0.1287,0.1224,0.9987,0.1232,15798.483999999999,11761.256,237.744,3799.483999999999,0.0,15798.483999999999,14338.323999999999,14100.579999999998,1.1708186465865884
26,56,0.3208,90.0,0.13935,15690.6344,467.8177378,Altemus:1973,0.1814,90.0000,0.1394,0.133,1.0254,0.1164,13344.915999999997,10001.42,377.416,2966.08,0.0,13344.915999999997,11912.523999999998,11535.108,1.3171544838020897
26,56,0.3208,90.0,0.14992,13448.9635,435.3817457,Altemus:1973,0.1709,90.0000,0.1499,0.1436,1.0521,0.1096,11076.572,8205.08,571.896,2299.544,0.0,11076.572,9828.832,9256.884,1.3683175681505186
26,56,0.3208,90.0,0.16053,11467.4581,394.760277,Altemus:1973,0.1603,90.0000,0.1605,0.1542,1.0788,0.1028,9166.82,6540.299999999999,778.8039999999999,1847.716,0.0,9166.82,8154.692,7375.887999999999,1.4062404932031767
26,56,0.3208,90.0,0.17112,9942.35732,370.099712,Altemus:1973,0.1497,90.0000,0.1711,0.1648,1.1054,0.0960,7803.64,5096.259999999999,1115.452,1591.9279999999997,0.0,7803.64,7007.676000000001,5892.224,1.4187809653300176
26,56,0.3208,90.0,0.18174,8952.56033,349.9380243,Altemus:1973,0.1391,90.0000,0.1817,0.1754,1.1322,0.0892,6954.271999999999,3882.32,1604.3039999999999,1467.648,0.0,6954.271999999999,6328.815999999998,4724.512,1.414571118831706
26,56,0.3208,90.0,0.19233,8341.11831,356.6445618,Altemus:1973,0.1285,90.0000,0.1923,0.186,1.1588,0.0824,6460.324,2890.68,2162.6279999999997,1407.016,0.0,6460.324,5959.303999999998,3796.6759999999995,1.3996799475240738
26,56,0.3208,90.0,0.20297,8019.04404,337.0605433,Altemus:1973,0.1178,90.0000,0.2030,0.1966,1.1856,0.0756,6318.0,2089.308,2870.9199999999996,1357.772,0.0,6318.0,5907.512000000001,3036.592,1.3574316971340894
26,56,0.3208,90.0,0.21356,8588.6472,383.9116228,Altemus:1973,0.1072,90.0000,0.2136,0.2072,1.2123,0.0688,6491.887999999999,1459.328,3741.763999999999,1290.7959999999998,0.0,6491.887999999999,6148.895999999999,2407.1319999999996,1.396778738817505
26,56,0.3208,90.0,0.23479,9272.72318,623.7491264,Altemus:1973,0.0860,90.0000,0.2348,0.2284,1.2658,0.0552,7681.7519999999995,606.424,6011.355999999999,1063.9719999999998,0.0,7681.7519999999995,7436.571999999999,1425.2159999999997,1.2469082770932631
26,56,0.3208,90.0,0.25569,12925.4468,1685.309328,Altemus:1973,0.0651,90.0000,0.2557,0.2493,1.3184,0.0418,9634.716,174.61599999999996,8723.624,736.5279999999999,0.0,9634.716,9463.324,739.752,1.365846377023549
26,56,0.3488,90.0,0.00971,863.377801,17.22829034,Altemus:1973,0.3391,90.0000,0.0097,0.0022,0.6620,0.2365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,56,0.3488,90.0,0.0153,1012.887122,27.48891146,Altemus:1973,0.3335,90.0000,0.0153,0.0078,0.6764,0.2326,640.2239999999999,0.0,0.0,0.0,640.2239999999999,0.0,640.2239999999999,0.0,1.5820823992852502
26,56,0.3488,90.0,0.02537,2289.0348,50.72751342,Altemus:1973,0.3234,90.0000,0.0254,0.0179,0.7023,0.2256,267.02,0.0,0.0,0.0,267.02,0.0,1422.876,1155.856,1.608738076965245
26,56,0.3488,90.0,0.05631,7305.51276,151.707361,Altemus:1973,0.2925,90.0000,0.0563,0.0488,0.7820,0.2040,6481.488,4332.900000000001,2.392,1955.0959999999998,191.04800000000003,6290.439999999999,7874.879999999999,7681.387999999999,0.9276982963549921
26,56,0.3488,90.0,0.0856,13410.8988,221.9875939,Altemus:1973,0.2632,90.0000,0.0856,0.0781,0.8574,0.1836,12862.823999999999,8621.184,21.631999999999998,4219.956,0.0,12862.771999999999,13917.799999999997,13896.115999999998,0.9635789277040914
26,56,0.3488,90.0,0.09665,14079.0728,232.4205327,Altemus:1973,0.2521,90.0000,0.0966,0.0892,0.8858,0.1759,14668.991999999998,9880.312,36.867999999999995,4751.864,0.0,14668.991999999998,15325.336,15288.52,0.9186795512998867
26,56,0.3488,90.0,0.10218,14463.8117,333.568594,Altemus:1973,0.2466,90.0000,0.1022,0.0947,0.9001,0.1720,15299.335999999998,10358.66,52.831999999999994,4887.843999999999,0.0,15299.335999999998,15706.339999999998,15653.508,0.9208900163882866
26,56,0.3488,90.0,0.11232,14920.7565,348.2210085,Altemus:1973,0.2365,90.0000,0.1123,0.1049,0.9262,0.1650,15846.584,10877.931999999997,83.45999999999998,4885.191999999999,0.0,15846.584,15748.928000000004,15665.467999999999,0.9474141033599237
26,56,0.3488,90.0,0.12245,14663.1862,364.9903158,Altemus:1973,0.2263,90.0000,0.1225,0.115,0.9522,0.1579,15552.211999999998,10852.66,126.568,4572.931999999999,0.0,15552.211999999998,14973.919999999996,14847.299999999997,0.9792483331018199
26,56,0.3488,90.0,0.13259,14121.1031,379.9530816,Altemus:1973,0.2162,90.0000,0.1326,0.1251,0.9783,0.1508,14496.975999999995,10286.535999999998,186.26399999999998,4024.176,0.0,14496.975999999995,13564.719999999994,13378.455999999998,1.0410169247872427
26,56,0.3488,90.0,0.14279,13367.7908,394.2755643,Altemus:1973,0.2060,90.0000,0.1428,0.1353,1.0046,0.1437,12917.267999999998,9297.339999999998,268.84,3351.0879999999997,0.0,12917.267999999998,11814.608,11545.768,1.13146291438531
26,56,0.3488,90.0,0.15306,12337.5096,339.3356797,Altemus:1973,0.1957,90.0000,0.1531,0.1456,1.0310,0.1365,11131.379999999997,8068.736,383.188,2679.508,0.0,11131.379999999997,10032.515999999996,9649.380000000001,1.2297522974296782
26,56,0.3488,90.0,0.16326,9947.27877,271.7578148,Altemus:1973,0.1855,90.0000,0.1633,0.1558,1.0573,0.1294,9490.572,6794.632,576.108,2119.832,0.0,9490.572,8510.476,7934.368,1.1688275450162835
26,56,0.3488,90.0,0.17346,8674.19176,259.2035372,Altemus:1973,0.1753,90.0000,0.1735,0.166,1.0835,0.1223,8092.448,5586.151999999999,787.696,1718.6,0.0,8092.448,7278.232000000002,6490.536,1.1917992941142845
26,56,0.3488,90.0,0.18373,8298.29,255.2788282,Altemus:1973,0.1651,90.0000,0.1837,0.1763,1.1100,0.1152,7083.491999999999,4497.219999999999,1112.072,1474.2,0.0,7083.491999999999,6433.44,5321.3679999999995,1.2898682508891046
26,56,0.3488,90.0,0.19406,7754.0515,249.9990508,Altemus:1973,0.1547,90.0000,0.1941,0.1866,1.1366,0.1079,6431.048000000001,3552.0679999999998,1526.4599999999998,1352.52,0.0,6431.048000000001,5916.8200000000015,4390.36,1.3105099529814999
